time,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
13.869,20388,22693,11106,18836,2432,5713,20645,65535,30871,13011,22613,8322,18164,24902,22613,65535
13.899,20212,20324,11090,10514,3152,5153,19364,65535,18580,14483,24165,8177,19780,24565,21381,65535
13.931,17332,21253,10386,11522,14611,6929,19876,65535,23045,11730,22917,5537,24982,25222,23557,65535
13.961,18372,21749,7217,12883,6081,1856,19972,65535,23893,12291,22533,5457,27494,24565,23461,65535
13.991,18340,22149,8482,15203,12050,3328,19988,65535,21605,11794,23845,8386,26886,23365,16724,65535
14.021,14131,10802,3168,14275,16964,6321,20100,65535,22117,11842,23701,7841,21797,22629,22021,65535
14.052,15011,11778,1104,13091,16259,3008,19764,65535,19524,11554,23941,7361,25798,23045,22229,65535
14.082,16003,12082,2400,13747,8450,5137,20036,65535,19476,11330,23989,7937,29079,22709,20741,65535
14.112,15779,12114,3248,13331,1440,5601,20004,65535,19556,8065,23509,7697,27702,19892,17492,65535
14.142,19940,17348,4785,5489,1056,1344,19284,65535,15539,4225,23861,6993,27926,18516,15843,65535
14.173,18756,14291,1184,3632,992,688,5073,65535,13123,1200,20292,1184,24565,15459,10114,65535
14.203,12963,8065,4993,1712,832,688,656,65535,6545,832,17252,960,23813,5425,8690,65535
14.233,2576,5313,2736,1136,720,656,656,65535,12435,960,16980,1024,16820,976,2704,65535
14.264,2784,3328,7441,2880,768,672,640,65535,1968,736,19604,1040,15619,944,768,65535
14.294,3920,848,5217,2352,704,640,608,65535,1968,736,16900,960,16163,960,768,65535
14.324,3296,896,6193,2608,800,608,608,65535,4929,1024,17284,944,17284,944,1568,65535
14.353,3136,816,6561,960,1840,640,576,65535,8145,704,17876,576,16291,352,336,65535
14.384,1232,352,6337,1248,1680,352,336,65535,5713,352,16468,352,18468,5457,352,65503
14.415,464,352,6369,896,2224,336,336,65535,3744,352,15747,352,18228,352,336,65535
14.444,4353,336,6177,720,4913,352,352,65535,3200,352,14787,352,18740,352,336,65535
14.476,5905,352,6305,848,5137,352,336,65535,10658,352,14595,352,20709,352,688,65535
14.505,7361,336,5265,1264,5217,352,336,65535,352,528,15939,352,18564,352,1040,65535
14.535,8514,512,5745,1120,4145,544,480,65535,16516,784,21749,736,17108,10130,1616,65535
14.564,15795,800,6433,6209,10722,560,4705,65535,15443,4289,19940,4241,22773,12291,9234,65535
14.596,18980,15235,5041,14499,15251,1568,5585,65535,21973,9250,25606,6257,23717,4785,21429,65535
14.626,17428,22117,5297,16804,14403,4113,8450,65535,25110,14595,27862,7553,20837,15027,23509,65535
14.656,16660,22373,5217,22069,16339,1024,10930,65535,24469,13795,27222,9858,18580,19012,19956,65535
14.686,17732,24197,6033,17540,15299,3200,19012,65535,21237,12547,28727,10338,22549,23253,20789,65535
14.717,17668,20292,6097,15347,16323,4385,18404,65535,24421,13219,28695,11138,19668,19396,19812,65535
14.747,18372,22373,10402,18628,17908,11890,10274,65535,25014,16980,31143,12291,20885,23621,21621,65535
14.777,21445,20869,13955,22357,17620,9762,14531,65535,25958,19412,28855,11618,19940,22213,24309,65471
14.808,19908,21733,8898,22805,12403,5345,12467,65535,24758,16484,31047,10306,20100,24101,22533,65535
14.838,20180,18084,10546,19860,16452,5761,19108,65535,26310,18788,29079,11826,21765,26694,23605,65535
14.868,19268,19252,11666,16996,15779,1488,18980,65535,27142,21349,31831,11042,24838,27430,23365,65535
14.899,19284,21301,11234,19028,11346,1744,18436,65535,21269,18436,31815,10674,21733,26630,23525,65535
14.93,18788,21685,12162,20052,10258,2720,15187,65535,18660,18660,28230,10658,25478,25318,25126,1296
14.96,10322,21173,13587,22293,9794,4048,14995,65535,18740,19524,27846,8514,27334,20789,28598,65519
14.99,17156,18660,16676,20292,14979,7009,15107,65535,24614,24453,32215,10114,27030,21525,29511,65535
15.02,19028,18308,15651,19396,15299,9938,15507,65535,25814,19220,31367,10114,25366,20228,28871,65535
15.059,20517,18340,13507,20132,12066,1920,16339,65535,28839,24005,31319,9874,26822,20404,30519,65439
15.089,20549,20132,12835,20372,9090,8658,17236,65535,25942,25302,30695,10722,28422,19588,28438,65487
15.119,20420,19332,12675,21541,15475,2336,18564,65535,25318,23093,29591,5041,26662,15491,26038,65487
15.149,18260,17972,8930,28294,14243,1920,20452,65535,26774,22005,29911,6545,28086,19476,26710,65391
15.179,19476,18660,9938,21989,14339,19108,13619,65535,31287,21285,29783,9394,26726,12963,24982,65535
15.21,19316,16900,15763,20597,10802,16772,12419,65535,30135,21381,31639,10210,28118,13203,25398,65535
15.24,21445,17876,10626,18532,10034,10210,14227,65535,30663,21317,30471,11666,27702,17540,24277,65519
15.27,21877,17236,5713,18452,12194,6945,15619,65535,31127,22837,33848,11506,26326,19844,23781,65503
15.301,22613,17732,6849,17540,12483,13091,20132,65535,30967,23509,34184,10722,27910,15459,24710,65535
15.331,22581,19972,11778,16436,8258,8882,15571,65535,30407,23589,31175,9730,25158,19540,20757,65503
15.36,21653,9762,10370,15555,8081,10082,13571,65535,31479,22709,30439,8946,23061,22757,20372,65535
15.392,20180,9762,6833,5649,3728,9650,14179,65535,29719,18580,31287,9058,25110,21413,17476,65535
15.422,19588,352,1600,3488,4913,2624,12483,65535,21317,16756,28550,6433,18868,27926,11058,65535
15.452,19108,672,2512,576,8145,2064,16420,65535,17412,5825,30327,5585,18404,26390,6609,65535
15.482,18772,896,4257,2464,9938,1216,13347,65535,18068,15747,32391,7521,19892,20244,6945,65535
15.513,19108,2944,3616,3040,4897,1888,12787,65535,27366,12611,28454,6769,24758,18740,7953,65535
15.544,19460,2496,2448,7633,12947,784,10050,65535,27142,10530,27574,5041,24565,18884,8578,65535
15.574,20180,9586,2192,1920,2496,1312,11522,65535,25542,7729,24469,4385,28598,17476,5761,65535
15.604,16003,1456,928,800,848,688,20773,65535,31591,3440,23173,3968,30871,22677,3600,65535
15.635,15059,3392,912,736,1952,784,13747,65535,28214,6449,25926,4833,31495,14515,3168,65535
15.664,15491,3728,944,832,832,3168,8177,65535,32311,6833,24405,1440,30999,22421,2304,832
15.695,18212,6609,992,768,768,1968,7889,65535,25158,9762,28502,3504,32663,15555,10002,65535
15.726,11874,3584,896,3232,768,704,13955,65535,24501,9666,26934,1312,28038,12723,9666,65535
15.756,12082,8177,6817,8466,1024,752,12082,65535,29239,11730,25830,1296,29719,13043,16404,65535
15.786,11458,12515,9954,8274,1056,1168,13891,65535,28342,11954,26054,1296,29127,9650,12323,65535
15.816,10386,12451,7745,3872,896,1008,14739,65535,28743,1440,25494,1280,31191,12627,6945,65535
15.847,9010,3824,8322,1456,800,864,4993,65535,21973,5681,26438,1312,30407,9730,8177,65503
15.883,9298,4577,976,1200,816,720,688,65535,17636,1104,21013,1232,16420,6577,6177,65535
15.914,2976,1456,768,784,672,640,592,65535,3232,784,21381,352,14115,416,4225,65535
15.943,352,1072,2224,416,336,352,352,65535,368,1232,16980,336,13619,352,4705,65535
15.974,368,352,3104,1008,1056,352,336,65535,352,1088,19012,352,14947,352,4433,65535
16.003,352,352,2560,352,1216,352,336,65535,1488,1424,17364,352,13235,352,4529,65535
16.033,336,352,2656,400,1952,352,336,65535,1120,3152,16388,336,14739,352,3856,65535
16.065,352,352,4321,416,2080,336,352,65535,3216,4577,16452,352,19316,352,4048,65535
16.096,384,352,3632,768,2272,352,336,65535,352,5505,16195,352,17636,336,4097,65535
16.126,384,352,2960,640,2432,352,336,65535,352,432,15475,352,15971,352,1600,65535
16.155,368,352,4032,448,2608,352,352,65535,368,5761,15203,352,16388,352,1520,65535
16.185,416,352,2832,448,2432,352,352,65535,352,4737,15203,352,16307,352,2064,65535
16.216,368,352,4064,384,2224,352,336,65535,368,2352,10050,336,16580,352,2112,720
16.246,384,384,3712,448,2496,400,352,65535,15699,416,18436,336,17908,12050,352,65535
16.276,12274,352,4481,448,7217,352,4817,65535,26310,352,23381,384,19476,14963,576,65535
16.307,17716,800,4785,608,5793,1872,11042,65535,24053,1824,25926,4385,21093,18628,2400,65535
16.337,17188,3616,3920,672,6881,7313,12018,65535,24389,7745,28823,8642,21381,20132,4449,65535
16.366,17060,1120,5553,5281,6897,6257,12307,65535,25510,11410,30727,11586,19476,20869,6753,65535
16.396,18228,3520,5073,7377,9778,11042,18116,65535,24598,12755,27942,11858,20885,23061,8210,65535
16.428,19252,13667,5793,12291,13283,15171,19060,65535,24229,15715,28070,9922,20212,24517,12098,65535
16.458,17748,18580,5073,18292,13395,13267,19460,65535,20420,15523,25270,11570,21845,22005,15603,65535
16.489,16339,19988,6225,24630,13987,14099,14147,65535,20677,15795,24982,10690,19588,24582,20084,65535
16.518,15363,19380,12691,27174,12499,11234,14243,65535,22069,16724,25142,12483,19172,25830,17476,65535
16.549,18116,22165,16964,28470,16275,12915,17988,65535,20837,15699,26438,12579,18964,27574,20533,65535
16.58,19732,22453,18388,30967,16692,12547,17076,65535,21557,17796,26774,12947,17604,24838,17796,65535
16.61,20709,21285,17188,27398,17428,11410,18260,65535,26838,15971,27526,12979,15699,29319,19460,65535
16.641,18468,22309,14931,29527,17668,8610,16644,65535,29399,16243,26678,13507,16468,26150,21413,65535
16.671,19812,22629,15763,30263,16964,10498,18660,65535,25542,16323,24325,12435,25814,27110,21973,65535
16.7,22117,21445,16307,30871,13363,13027,18948,65535,29543,17876,24565,12707,20629,27030,19892,65535
16.731,21125,22421,16644,30551,13251,10274,19764,65535,27046,22373,24293,13235,20517,25478,24389,65503
16.762,18884,22021,11730,26790,15443,12883,25910,65535,24565,17812,25606,12435,24533,24598,26246,65535
16.792,19348,20965,15667,27094,12451,12130,19652,65535,25430,23237,22725,10898,21269,24453,24085,65535
16.822,19348,21189,17204,22405,14211,13571,12178,65535,29463,21957,22101,9506,21205,19604,23829,65487
16.852,20821,22261,10866,26966,12931,12226,18292,65535,25830,21445,24565,4353,21029,27398,23765,65503
16.891,20581,22373,15459,24646,14179,11314,18116,65535,31831,22965,24165,4993,21461,26086,23333,65535
16.921,22117,23221,14035,24854,16820,11394,18068,65535,31959,21253,28182,4945,25862,27670,20805,65535
16.951,22421,23525,11058,24966,12835,13795,18372,65535,30215,17108,28759,4929,25366,24966,18484,65535
16.98,23525,21973,10242,21573,13923,11314,16724,65535,29975,12595,30087,3760,20036,24886,18516,65535
17.011,23317,12675,9218,21557,14355,6289,17412,65535,28070,8466,28070,4785,22149,24549,18388,65471
17.042,21093,12339,8674,15875,13763,1712,16179,65535,27686,8194,27606,4801,23109,22885,14515,65535
17.072,21333,22085,10914,18756,13923,7105,15891,65535,27798,7553,27670,4177,21541,22725,13971,65487
17.102,22213,21845,9538,16163,11618,7009,16003,65535,29063,7121,27206,5041,21349,23109,16916,65535
17.133,22101,13379,9810,14931,12627,3936,16484,65535,31367,8033,27702,8738,21781,22965,16868,65535
17.162,22053,12082,14435,13603,11298,1584,16420,65535,29031,12162,27670,5105,22661,23141,16003,65535
17.193,21493,12595,10754,9538,11778,7377,16660,65535,26374,8930,27382,12210,21813,23461,17108,65535
17.224,21605,12178,9026,6929,12242,7313,16115,65535,25430,9282,27878,11938,20885,23701,10450,65535
17.254,22117,4865,5249,4145,10434,816,10018,65535,24934,6097,28182,8866,19988,25174,8177,65503
17.284,21973,3856,8258,1120,5969,1952,5409,65535,22629,3920,28695,1008,16564,22341,4737,65535
17.314,18996,992,4897,720,2928,640,592,65535,16596,864,16516,768,13475,9218,4289,65519
17.346,3232,400,4705,384,2048,352,336,65535,368,352,16532,336,13411,336,4625,65535
17.376,384,336,3136,352,6833,656,336,65535,544,352,15779,336,15155,352,4097,65535
17.405,6177,352,8113,352,3008,576,352,65535,688,352,14819,352,13987,352,3472,65535
17.435,368,352,5601,352,9906,352,336,65535,3584,352,15507,352,14659,352,2896,65535
17.465,384,352,6113,6465,2752,1168,352,65535,352,352,1408,352,15091,352,3616,65535
17.495,352,336,8065,736,2656,1744,352,65535,3024,352,15459,336,13859,352,3328,65535
17.526,6097,336,7089,5009,3088,1168,352,65535,2640,352,15763,352,14723,352,2304,65535
17.557,2000,352,2368,2528,3248,1216,352,65535,3040,352,14499,352,14947,352,2864,65535
17.586,2528,352,2064,5185,3504,352,336,65535,3232,336,15619,352,16692,352,1888,65535
17.616,3168,352,2208,2560,3616,352,352,65535,2768,352,15267,352,15715,352,2144,65535
17.646,4177,352,6225,352,3264,352,352,65535,2368,352,14915,352,15971,368,2720,65535
17.676,11618,352,6081,384,5441,800,1280,65535,27958,384,23301,352,30727,12947,13795,65535
17.707,20164,3136,11858,6833,10162,672,5905,65535,32856,12675,27798,352,31287,12947,24373,65535
17.737,20052,4769,5505,1104,6321,1216,11410,65535,27846,13491,26214,976,29623,21493,21621,65535
17.767,19220,7857,3824,4369,9778,1040,18612,65535,30535,10322,26646,1216,30999,17300,23525,65535
17.798,21493,10802,8930,7121,13027,2848,17668,65535,30823,13331,28598,1312,31415,12274,24758,65535
17.827,19364,10850,10082,7713,13283,4897,18180,65535,32695,17108,32359,1440,30663,16307,25526,65535
17.857,24485,11298,9026,4401,4737,5201,17044,65535,33384,15187,32263,1376,30679,19012,26006,65535
17.889,27174,9938,3968,2528,6417,7649,14003,65535,34616,13203,31863,1280,31079,24293,22133,65535
17.919,28582,8946,2432,1088,3776,7841,12963,65535,33768,12034,34824,384,31751,24902,21813,65535
17.949,27062,7649,1200,944,4657,592,13187,65535,31671,12563,32663,368,31399,17716,10738,65535
17.979,21525,4321,3648,1056,4673,7057,12291,65535,30375,5057,33112,368,30727,15539,7377,65535
18.01,24085,4961,3232,944,1920,512,15315,65535,32519,352,32663,384,31863,12803,11586,65519
18.041,23141,384,1440,1008,3760,1760,12899,65535,34088,352,33784,368,32551,13379,1456,65535
18.071,21781,384,3760,928,2736,352,13731,65535,32695,352,32519,368,29079,11282,3056,65519
18.101,20661,352,4048,352,2880,368,5361,65535,31063,352,32503,352,29031,11442,2480,65535
18.131,15187,352,3600,384,1664,352,5201,65535,30247,368,30839,384,28326,13379,352,65535
18.161,11522,352,3408,400,656,352,352,65535,28262,4913,28182,368,27814,5921,2640,65535
18.19,9954,352,2848,640,704,352,352,65535,27734,368,23557,368,23493,1792,352,65535
18.222,1088,352,4513,608,352,352,336,65535,16852,352,5425,352,6641,352,928,65535
18.252,384,352,1920,352,336,352,336,65535,8674,352,8177,352,12355,352,1168,65535
18.281,368,352,4273,336,352,336,336,65535,11874,352,3600,352,12419,352,480,65535
18.31,368,352,6049,352,352,336,352,65535,13907,352,7649,352,11666,336,1296,65535
18.341,368,352,6737,352,336,336,352,65535,12355,352,7793,352,12803,352,896,65535
18.371,368,352,6801,352,352,336,352,65535,13875,336,6593,352,13795,336,352,65535
18.401,368,352,6737,352,336,352,336,65535,12979,560,3456,352,14643,352,352,65471
18.432,368,352,6081,352,1040,336,352,65535,14547,352,8338,352,16035,352,1088,65535
18.461,1120,352,6305,336,544,336,336,65535,9250,336,9186,352,15171,352,1712,65535
18.491,384,352,5953,352,512,352,336,65535,9970,3168,16291,352,15683,352,1280,65535
18.521,384,352,6369,352,576,352,336,65535,13491,352,18836,352,16676,352,928,65535
18.552,384,352,5969,352,1024,336,336,65535,8177,352,18724,352,15075,384,1264,65535
18.588,912,512,2640,480,464,448,448,65535,18884,656,19268,656,18100,640,1280,65535
18.618,1248,592,1920,544,496,512,512,65535,22213,768,18564,672,18948,672,608,65535
18.648,1328,576,2928,544,512,496,464,65535,22165,656,18772,592,16516,576,480,65535
18.678,976,464,4993,416,1952,352,352,65535,352,336,17940,352,15939,352,1616,65535
18.708,352,352,2832,432,1824,352,352,65535,352,352,17364,352,16644,352,1296,65503
18.745,368,352,3936,464,2496,336,352,65535,384,352,20004,352,18068,352,1248,65535
18.777,400,352,3856,464,2368,352,352,65535,752,352,19988,352,17300,352,1040,65503
18.808,384,336,4032,464,2384,352,352,65535,368,384,20452,352,18212,352,1296,65535
18.837,384,352,2112,464,2496,352,352,65535,384,384,22085,352,16820,352,1104,65535
18.867,384,352,3408,512,2336,352,352,65535,400,336,21685,352,18868,352,992,65535
18.896,560,416,4833,656,2272,416,416,65535,976,528,22293,704,20997,3232,576,65471
18.927,1904,4161,4321,10322,3488,576,5425,65535,23301,9186,26262,5121,18628,6561,9042,65503
18.957,13443,10546,4657,19204,11858,2192,10706,65535,24261,12675,26822,8642,19732,7889,5905,65535
18.987,12451,7105,4497,14179,4145,864,5041,65535,22453,7969,25686,5041,18580,7745,8177,65535
19.018,10626,8754,3872,13347,10594,816,9986,65535,26470,11058,23285,1104,20757,5393,6177,65535
19.048,15219,12627,7377,20933,11794,1232,12114,65535,22757,9442,24021,5153,17892,3200,18452,65535
19.078,14131,21557,8434,24405,14643,1280,13619,65535,26326,16644,26518,10642,18308,7009,19572,65535
19.108,12899,21733,9218,24293,14035,8177,12178,65535,22421,17092,24646,7009,21413,13123,17332,65535
19.14,14723,23509,12419,24742,14979,1472,11698,65535,27206,17236,19812,8274,25158,15747,18100,65535
19.17,17124,25078,14467,23333,11826,1248,13827,65535,26662,15235,19796,7089,25302,1248,15955,65519
19.2,16852,23829,13523,23733,11426,6561,17620,65535,25830,20741,17220,9122,25830,1312,19428,65535
19.23,14403,25110,15555,25350,13683,1296,16964,65535,28454,22277,17636,5905,28102,1328,19940,65535
19.261,11154,25382,14163,30535,14099,4625,18356,65535,20324,22117,15715,9410,26422,17076,20581,65535
19.292,10706,22005,13475,25014,12563,3984,15875,65535,23141,23621,19108,10578,27606,11074,16083,65487
19.322,11458,23701,15187,23173,10914,9218,18180,65535,18116,23397,16948,8450,15971,1024,17844,65535
19.352,10914,25286,12499,26246,13459,14099,19732,65535,16195,22533,10514,9858,16548,976,23157,65535
19.382,10866,24726,12851,22597,13747,3680,19460,65535,17204,23829,12499,9042,17060,912,18388,65535
19.412,10994,26406,8546,24565,12643,5169,20020,65535,17556,21861,12499,7601,19188,912,18084,65535
19.443,7969,26454,4369,22293,13107,2560,19540,65535,16420,9538,15363,5121,21253,10322,16548,688
19.474,14675,22165,1392,20693,2176,2896,18884,65535,14179,14467,19380,8177,21397,11858,14051,65535
19.504,16516,9506,13027,4897,352,4193,15043,65535,19396,352,18532,8930,27046,13091,13955,65535
19.534,14259,22085,11234,6097,352,3040,19524,65535,23525,4064,19156,10194,28294,17220,20420,65535
19.564,5409,23941,11538,11522,352,2432,19140,65535,18900,4193,22469,8226,26518,17636,21397,65535
19.595,10034,23845,14355,17332,352,3520,19716,65535,18596,12883,21381,9538,28502,19588,21925,65535
19.626,10754,24117,14515,21045,4129,4673,19812,65535,20629,11442,22533,8258,25942,19524,22917,65535
19.655,13971,24854,14115,20356,352,2304,17476,65535,20004,12274,21685,9218,30567,21381,25014,65535
19.685,11282,24614,14739,19620,368,1024,13507,65535,20132,5377,20148,9314,29671,21333,22773,65535
19.716,10658,24549,15875,17252,352,1536,13299,65535,22181,12803,20212,8898,30727,25142,22037,65535
19.746,10434,23221,2640,16612,352,352,4673,65535,16564,7105,16243,4929,16323,25478,16564,65535
19.777,7665,22133,5601,8226,352,352,4689,65535,19476,384,20757,6177,15507,4545,9490,65535
19.808,2464,3248,4753,5841,1168,384,4385,65535,3296,352,18324,352,19156,368,6081,65519
19.838,528,2400,3648,448,336,352,336,65535,4529,352,16131,352,17684,352,6289,65535
19.867,384,352,6417,816,352,352,336,65535,7553,352,15315,352,16644,352,1568,65535
19.897,368,336,6401,640,336,352,352,65535,8177,352,15299,352,15763,352,336,65535
19.928,368,352,6609,1840,352,352,336,65535,352,336,16516,352,17764,352,336,65535
19.958,352,352,5553,976,2016,352,336,65535,3360,352,7905,352,19156,352,352,65503
19.988,352,352,9362,2384,736,336,336,65535,6945,352,7313,352,18100,336,352,65535
20.017,384,352,6913,2736,2944,336,336,65535,352,352,15331,352,18852,352,352,65535
20.048,368,352,7105,1280,1936,336,336,65535,352,336,9954,3520,19764,352,592,352
20.077,384,8514,6577,16676,5889,4769,15187,65535,11218,13107,24934,11682,24229,11826,24469,65535
20.107,10642,26726,11874,28214,6273,9298,16900,65535,13267,17876,25702,12803,25478,12595,24405,65535
20.139,11154,26406,12691,30391,10418,9410,18324,65535,18612,23253,28214,14387,26118,13987,25398,65535
20.169,15651,27622,11330,30087,13667,12162,20757,65535,20452,24261,29751,15875,26694,27862,25062,65535
20.199,14483,27910,12515,32904,14819,14723,18452,65535,20052,24565,29143,15299,25686,23653,24614,65535
20.229,16388,28374,12947,34696,15571,10978,19732,65535,23813,21813,30055,16083,23605,18948,27414,65535
20.26,15363,27286,10642,34728,16035,13955,21413,65535,21173,25142,31111,16452,21653,19284,29879,65535
20.29,12419,24293,10450,32055,13875,10722,19716,65535,16131,25574,30871,15923,19716,20244,26246,65519
20.321,13827,23877,10370,29671,15187,18692,20084,65535,23957,26006,32824,16404,18660,15907,23093,65535
20.351,14259,25670,5985,29831,15491,7585,15411,65535,23477,25478,32984,17412,19252,26006,18644,65535
20.381,13555,24069,4673,24710,14403,8338,14787,65535,26038,24421,33480,15059,18404,24630,22629,65535
20.411,11586,24421,7089,21557,6257,19604,22085,65535,25702,24870,33240,15363,18564,27990,21509,65535
20.441,10562,20004,5265,22613,15411,15331,8930,65535,22741,24822,32776,15507,18100,24197,23717,60622
20.472,11826,23733,8226,28486,8322,15491,11394,65535,17540,25078,32519,12387,15987,24838,23541,65535
20.503,9522,21349,8530,27830,7841,16644,10850,65535,368,26358,25286,9922,16484,18692,25622,384
20.532,2592,24565,6321,29639,11362,352,6481,65535,352,25270,23893,10370,18228,17380,27782,65007
20.569,4369,24838,7969,31431,14403,352,12867,65535,11122,25862,30183,13411,19972,24069,24565,65519
20.601,5537,21557,9170,31319,15971,13667,10690,65535,12451,25942,30487,13219,18468,27798,25942,65535
20.631,10706,18516,7857,30935,16804,1808,12867,65535,12771,25638,31111,13443,18788,22149,25302,65535
20.661,12114,21061,9986,24533,13811,4353,15027,65535,11490,16948,32952,11682,19524,22613,28695,65535
20.691,15635,20452,9474,30679,16420,4161,13491,65535,12419,24678,32679,11858,16724,17092,24069,65535
20.722,15571,20052,7345,36184,18132,3744,11618,65535,12595,26886,29671,13091,20372,23205,24758,65519
20.752,15027,20917,9154,37081,17108,4833,18708,65535,14435,25478,31063,13267,16708,23893,26902,65535
20.783,15491,20949,9778,36376,13843,16436,16740,65535,16468,24565,32808,13011,16820,23749,21797,65535
20.812,16323,21045,9138,35496,13315,17540,13955,65535,12803,24886,31751,12627,21221,26262,22229,64751
20.843,12307,19812,10066,32183,14147,4129,13923,65535,16964,24405,30327,14403,21461,29143,24886,65487
20.873,13507,20677,7249,32711,13811,3616,15107,65535,17716,24261,29703,14627,16740,26662,24790,65535
20.904,15299,19220,8530,26390,15011,4000,14691,65535,17588,26390,32711,15395,18452,20212,18868,65535
20.934,12226,16804,8129,28999,14035,5921,14659,65535,16355,25750,31127,14435,19140,17492,21973,65519
20.965,13267,16612,7137,26534,14867,5713,12114,65535,16548,24646,30727,14179,20436,28550,20645,65535
20.995,17828,7569,8514,29799,16019,5329,21141,65535,16756,25350,30103,14259,20436,30231,21509,65471
21.025,17380,7217,8450,27606,16724,6369,20485,65535,18212,26246,29847,15267,20020,29495,20741,65487
21.057,17892,10210,8530,26502,16275,6561,21669,65535,16275,25590,32391,13715,19748,23253,20661,65263
21.087,16420,10594,8177,20292,15763,1792,21269,65535,9314,17924,31159,10242,16820,22805,17700,65423
21.117,14931,6161,2240,7937,8626,14611,11986,65535,17300,12419,28438,9042,19892,25942,12339,65535
21.146,9762,4545,1488,9282,7585,352,352,65535,11746,7025,23461,6865,19396,8033,7857,65535
21.177,11554,352,5137,400,5969,352,352,65535,12194,1632,15507,2496,19748,11682,5569,65455
21.214,2400,352,6625,384,7985,352,352,65535,11330,352,23829,2224,19300,6145,4641,65535
21.244,592,352,3552,368,6753,352,352,65535,17444,352,22869,1248,17668,2896,3392,65535
21.274,9826,1040,2096,512,2640,352,352,65535,21013,352,20965,1952,16852,960,1920,65535
21.304,9698,384,4657,464,2336,336,336,65535,9602,1936,17860,352,16868,352,1120,352
21.334,4145,352,5345,640,1744,352,336,65535,9394,2320,20260,352,16019,9426,544,65535
21.364,9554,352,7489,1040,1424,352,336,65535,9218,2704,20388,352,16948,17748,1088,352
21.396,9138,352,4817,1504,1968,352,384,65535,15539,4129,24485,2320,18436,21701,4529,65535
21.427,6817,1552,7857,5953,3600,544,512,65535,16980,4241,24790,8962,20100,20725,3472,65535
21.457,8898,1296,3664,5505,4481,592,4753,65535,19620,1792,20645,10274,19076,14627,6993,65519
21.487,12419,5233,8177,8850,2704,1760,4817,65535,16868,5937,18020,9954,20549,17188,14067,65535
21.517,7425,15491,6945,8674,10914,2096,5217,65535,15891,14851,17060,10130,21253,13923,19236,65535
21.548,7969,22309,10754,16548,5633,800,656,65535,8354,15043,14403,9026,20965,1072,18500,992
21.579,4993,24838,11714,18308,3232,736,10978,65535,15283,13955,15523,9986,20196,16548,15971,65503
21.609,4689,23173,4833,8786,8386,1408,13043,65535,13587,13747,23205,5409,17508,10306,16596,912
21.64,7681,23205,5201,13763,4321,1424,12258,65535,15587,1728,24453,10194,17860,16163,13619,848
21.67,2704,9666,6577,7361,4161,2496,12627,65535,7217,1584,25782,10946,15379,14099,12130,65311
21.699,3488,9618,8450,8594,4193,2624,12995,65535,8161,848,27830,11682,18948,15891,16820,64655
21.73,13331,10370,6529,6193,5601,4705,17668,65535,16083,9282,25270,9826,20933,19172,12995,65535
21.761,7441,12018,10818,7841,2464,640,14371,65535,21861,928,27478,9666,18180,17908,11442,65535
21.791,9938,9106,3632,8850,7217,3616,17940,65535,18212,6897,25382,11970,24614,15491,17236,65535
21.821,5985,21909,8386,15795,6033,2432,18708,65535,21573,12371,27126,11842,24021,13459,12867,65535
21.851,8354,24101,9410,13411,1184,5793,19108,65535,18596,12947,27558,11826,20629,20997,12178,65535
21.882,10402,15395,4769,12771,1584,17300,18980,65535,19252,12563,27062,11442,20148,13523,12659,65535
21.913,8450,20036,6081,15283,3664,17636,18772,65535,17364,12515,28711,11346,19988,15939,14883,65503
21.943,9090,24357,5649,18260,2064,17428,19492,65535,17460,14003,28438,11746,20196,14947,16259,65535
21.974,12803,24197,5441,18436,4481,13523,19460,65535,13043,12034,29767,11138,16724,16916,16420,65535
22.003,14995,25782,8097,19044,7217,13827,23333,65535,14019,14099,28871,11778,21749,13283,21605,65519
22.033,11794,23413,8226,18580,7201,17540,19188,65535,11682,11442,29719,11170,21829,16692,22725,65535
22.064,10642,24565,11042,23605,5377,17684,20837,65535,10738,12675,27206,12947,20581,16596,24149,65535
22.095,13571,24405,11522,23925,10130,17508,17316,65535,13203,15059,27206,11906,19316,13491,23013,65487
22.125,15379,21509,10738,20452,4977,18372,18868,65535,16339,12114,30295,11202,16099,24469,19364,65535
22.155,14787,12739,4801,17380,3456,17828,17156,65535,12547,12371,31671,12547,20132,25478,15443,65535
22.184,14915,8546,8514,15107,8978,3744,12451,65535,15059,13907,32968,13955,17492,28374,14691,384
22.216,15443,7713,1232,17924,8033,7057,12739,65535,16179,13283,32936,11986,19924,31655,17668,65455
22.246,13187,10754,4769,14643,5265,2864,11442,65535,14627,18244,31127,11170,18804,26166,21061,464
22.276,12210,18228,8642,19732,6673,4097,15059,65535,12355,18116,30055,12050,17732,28374,19060,65535
22.307,15763,20068,8177,21653,9474,9874,12547,65535,22549,20100,31895,12098,18884,26934,17348,65535
22.337,15315,10834,5633,20885,8802,11842,16948,65535,16420,18772,32808,12595,20613,33032,21685,65535
22.368,16916,20757,7009,17076,9170,9138,13395,65535,13107,25606,32231,13891,19188,23269,19508,432
22.405,15651,21205,7073,24213,13411,6193,13779,65535,16291,20116,28582,12899,18180,20452,25558,448
22.434,11426,21429,7617,20821,6113,6657,13955,65535,17796,17876,30471,12803,20196,28470,25302,65535
