time,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
4.436,14979,28182,5313,32952,2704,608,656,65535,25638,10130,8530,1728,21717,832,13667,65439
4.466,9394,21893,9490,33880,720,608,656,65535,20565,9234,10706,800,21461,816,11218,65535
4.496,2800,11586,5521,26598,2016,528,672,65535,22165,9762,784,640,19556,640,4577,65535
4.526,256,384,5457,704,7185,448,6929,65535,23605,6833,352,352,16596,384,2448,65503
4.55701,6001,352,6865,3632,5249,352,384,65535,21237,368,352,352,15955,352,2768,65535
4.58701,6705,368,1888,352,3152,352,352,65535,18212,368,12387,352,18532,368,2624,65535
4.616,5329,352,3680,352,6177,352,352,65535,18708,352,3792,368,17236,352,4609,65535
4.647,7457,352,2080,1600,3136,352,352,65535,22517,352,3520,352,16548,368,4097,65535
4.677,3424,352,3824,2832,3232,368,352,65535,20981,368,7633,352,19220,352,1920,352
4.707,2896,352,352,384,6657,352,352,65535,10866,352,8850,352,21013,352,1296,65535
4.737,1200,352,896,352,5377,352,352,65535,11938,352,8546,368,17860,352,896,65535
4.767,368,352,3792,352,6385,352,1984,65535,7473,352,10082,352,17844,368,1056,65519
4.797,368,352,4849,352,6945,352,352,65535,11810,368,10130,352,20180,352,1808,65535
4.826,384,352,1600,352,6689,352,352,65535,10066,352,11794,352,18340,352,352,65535
4.858,384,352,3872,352,6929,352,352,65535,11218,352,11298,352,18260,352,864,65535
4.888,368,352,4657,352,7009,352,352,65535,352,352,8722,352,16019,384,1408,65535
4.91701,384,352,7569,352,6817,352,352,65535,384,352,7521,352,18116,352,2656,65535
4.94701,368,352,7425,400,7185,352,352,65535,352,352,9042,352,19044,352,4865,65535
4.97701,3888,352,7489,336,5505,352,352,65535,368,352,11938,352,19092,352,1472,65535
5.007,1856,352,7105,352,5825,352,352,65535,352,352,15779,352,18068,352,1280,65535
5.037,384,352,4561,352,3856,352,336,65535,368,352,10930,368,19028,352,4064,65535
5.067,1696,352,2816,352,5281,352,352,65535,2208,352,14275,352,18196,352,1216,352
5.09801,352,352,1856,2016,4193,352,352,65535,352,352,11890,352,18564,352,432,65535
5.127,384,352,14163,1456,12339,336,368,65535,352,1680,2624,352,19892,352,4048,65519
5.157,6721,3584,19268,3104,13603,448,592,65535,10578,3248,2832,560,21157,464,6033,65535
5.187,14643,9074,19556,11122,15779,480,688,65535,9346,8194,13619,672,20805,480,3984,65519
5.218,16099,4721,21573,12274,13779,960,720,65535,11170,480,15027,592,16612,528,704,65423
5.248,14787,5505,18964,12739,14723,5425,704,65535,560,6817,14803,3920,19124,11410,4321,65391
5.278,15395,6033,17044,13123,10322,2096,672,65535,11986,4097,15891,7425,20917,5409,1584,65535
5.30901,15939,11346,15667,16099,12723,9762,688,65535,6881,8017,16307,9618,19780,16980,2912,65487
5.338,14627,10162,14275,21077,12034,7073,592,65535,432,7777,17812,10386,20917,12419,576,65535
5.375,13139,10130,14883,17252,10338,3904,352,65535,416,8962,17668,9794,17412,17268,352,62559
5.40601,12643,8194,6833,21557,10642,7233,432,65535,1088,9602,432,12242,18020,15603,592,65535
5.438,11042,19428,4513,23077,17972,5153,592,65535,8530,8418,544,3472,12931,16195,640,544
5.46701,10658,400,2528,12307,16740,3088,560,65535,8594,10370,544,1600,16468,24069,592,544
5.49701,13139,400,528,496,13763,864,544,65535,19540,4113,544,480,16660,22613,592,528
5.52701,17124,2192,4048,4673,9858,3376,528,65535,16019,416,9442,496,19892,23477,544,496
5.55701,21349,1200,3584,1872,416,3392,11026,65535,23253,432,11458,528,24565,22101,640,65487
5.588,17748,14403,7857,6049,416,3680,15123,65535,28102,432,11682,512,25910,25862,656,65535
5.618,20020,9906,7297,5617,416,3200,15091,65535,27190,448,12451,528,24341,26582,1824,65199
5.649,20148,13379,8786,6129,400,784,736,65535,22421,432,12467,528,21093,15747,2736,65503
5.67801,5665,7681,8081,6145,368,352,352,65535,4193,352,5889,352,17940,352,5057,65535
5.70801,368,4113,8546,3568,2480,368,352,65535,2496,352,512,352,17796,352,6177,65535
5.74501,352,3664,8338,3152,1120,352,352,65535,352,352,15411,352,17636,352,2624,65535
5.77501,384,352,976,3984,1856,352,336,65535,352,352,14259,352,18564,352,2720,65487
5.80501,384,336,7009,4145,2912,352,336,65535,384,352,16900,352,22549,352,1808,65535
5.83501,384,352,5985,3680,2336,336,352,65535,368,352,13699,352,19124,352,2096,65535
5.864,384,352,2592,3744,2592,352,352,65535,352,352,13955,352,20517,352,2320,65535
5.895,2112,352,2208,3888,3584,352,352,65535,368,352,13667,352,17380,464,1760,65535
5.927,384,352,7585,1024,3840,352,352,65535,384,352,9634,352,15699,352,352,65535
5.957,368,384,6433,11346,14643,352,352,65535,10642,1328,1280,352,5393,352,1744,65535
5.98601,2080,7985,384,22437,18724,368,352,65535,5537,2448,8386,352,3936,352,352,65535
6.017,2896,8626,1248,26118,17300,352,352,65535,2608,2608,13587,352,5857,352,2176,65535
6.047,3680,11858,2448,28070,17732,624,544,65535,1408,2336,9154,608,10434,464,592,65535
6.077,5201,6945,1872,28887,16900,1744,672,65535,7761,10530,10242,656,11010,2960,1744,65535
6.108,5425,21333,2896,33288,15635,3008,672,65535,5041,9794,6433,5921,12963,704,2112,65535
6.138,4801,19796,2000,36056,9810,464,1792,65535,11570,9954,14515,7905,17444,14307,592,65535
6.16901,4529,24902,2720,34536,11058,13651,560,65535,1088,7313,8914,7793,18964,14467,576,65535
6.198,8354,22325,592,36360,16388,6913,576,65535,7553,9410,13155,10082,22501,9986,656,65535
6.229,11442,28566,848,30423,13987,3456,736,65535,8562,16067,12691,12258,25510,16003,3248,65535
6.259,11682,30183,896,25542,1088,8626,7265,65535,11410,17316,17108,12563,29799,22453,4225,65535
6.29001,10418,27174,640,20693,560,4401,4657,65535,13715,17988,17108,11314,30103,26134,9250,65535
6.32001,14243,27190,576,17300,528,5313,3888,65535,17908,23125,19844,11762,29671,28134,12883,65535
6.351,13859,25366,608,8242,496,4865,8177,65535,19332,23701,21813,10930,29239,25270,16083,65535
6.38,15747,25350,1952,9554,544,1072,6369,65535,19300,16339,20436,560,29703,23509,20997,560
6.41101,11826,18916,2496,22341,576,1152,10850,65535,21685,11938,22741,576,28294,2432,21221,560
6.44101,15795,560,5489,1168,512,1072,11490,65535,24565,5841,21957,544,18340,544,19028,65455
6.472,16804,560,5217,608,1504,448,11506,65535,30231,6977,21701,576,16564,17332,18052,65199
6.502,17876,8258,6561,704,3408,896,10514,65535,28262,6785,23237,7617,18180,528,15459,65487
6.532,17764,12018,8177,2544,9634,1712,11458,65535,30311,9586,21589,7009,15971,544,17444,65535
6.563,18708,8706,13219,6817,5473,1712,11154,65535,30903,12387,15283,9170,14803,544,16067,65439
6.593,21797,13571,18532,3776,12355,2000,10306,65535,30823,14627,13379,11058,12899,528,15283,65295
6.62401,17940,15299,17764,6577,11010,1808,480,65535,32359,15891,14851,9042,11458,576,15619,65535
6.65401,18436,15555,16820,3936,9730,9250,608,65535,31463,18900,13507,9010,16259,640,21925,65487
6.685,17828,10978,11618,4577,12451,688,560,65535,31287,13027,14115,11570,14627,672,22197,65535
6.714,14051,10274,9634,7649,12883,656,560,65535,31335,13395,736,11554,18628,656,21285,65519
6.744,14339,704,4865,11058,14019,640,576,65535,31815,7345,736,6881,7377,544,20324,65535
6.77501,10706,672,13443,3088,14387,640,560,65535,31271,3072,688,528,7745,576,21269,65535
6.80501,1680,7585,17844,736,14691,704,528,65535,31383,11314,736,544,20116,736,23365,65535
6.83501,1616,13091,20116,784,3728,560,544,65535,29735,9202,736,544,20533,704,24325,65487
6.86501,1632,15043,22821,1744,5457,608,544,65535,32455,8177,768,544,20100,768,22741,65519
6.895,1680,6833,21685,768,1472,1168,528,65535,27878,8802,736,752,29287,832,26966,65535
6.925,1568,6577,21061,1600,608,1168,528,65535,18436,9106,704,528,31591,816,27014,65535
6.95601,1488,7521,19940,1264,608,2304,544,65535,20581,12531,736,544,31847,816,26278,65535
6.98601,1504,7553,17860,720,592,1344,544,65535,23493,12258,736,544,33320,848,17620,65535
7.01601,1552,592,15939,704,592,1664,656,65535,19588,7889,688,528,33896,848,9362,65535
7.04601,1328,576,11602,6273,592,528,496,65535,8177,608,1488,512,30519,736,4641,65535
7.076,1152,544,3904,496,352,352,352,65535,368,352,4337,352,25238,448,2112,65471
7.106,368,352,1248,352,2576,352,352,65535,352,336,784,352,20292,352,4353,65231
7.13701,352,352,3104,368,1664,352,352,65535,352,352,400,352,20901,352,3936,65535
7.166,368,352,6817,352,1680,384,352,65535,352,352,352,352,21573,352,352,65535
7.196,1344,352,3536,496,1520,352,352,65535,352,352,1472,352,21221,368,1776,65423
7.233,2992,352,3648,464,2128,352,352,65535,352,352,896,352,20997,368,352,65535
7.263,368,352,1568,528,2336,352,352,65535,368,352,2592,352,18052,352,832,352
7.293,1792,336,5953,560,2080,352,3024,65535,352,352,5057,352,18692,352,368,65535
7.323,1072,352,6193,352,352,352,2448,65535,6417,352,2848,352,34152,400,352,65535
7.354,5537,352,4673,352,352,352,336,65535,28070,352,3216,352,33576,352,1840,65535
7.384,5825,352,2768,352,336,352,3360,65535,13027,352,336,352,33576,384,3744,65439
7.414,7969,352,3024,352,352,336,352,65535,9506,368,2256,352,26934,336,368,65535
7.44301,4401,352,1712,336,352,352,336,65535,21013,352,13347,352,21205,352,352,65455
7.474,10754,352,1424,384,352,352,352,65535,25814,352,13043,352,18212,352,352,65487
7.504,13379,352,480,352,384,352,368,65535,20436,352,16147,352,20517,352,912,65535
7.534,16259,368,352,720,2192,352,352,65535,24213,352,12066,352,24982,352,352,65535
7.565,15667,352,3856,912,2288,352,352,65535,23045,352,19252,352,27814,368,3200,65535
7.595,17476,352,704,464,352,352,352,65535,22133,352,19780,6977,29159,352,6193,65535
7.62401,19028,352,1856,8081,352,352,352,65535,29879,368,19924,5921,30151,352,4481,65535
7.65401,20212,384,464,19716,448,432,512,65535,27862,528,21925,9442,30743,544,7825,65455
7.68401,19428,512,640,19412,464,416,608,65535,30279,576,20789,13331,31367,560,2928,65535
7.715,20517,544,640,20709,448,400,592,65535,26150,544,15027,12787,31959,560,9618,65535
7.74501,18612,512,816,21285,480,400,592,65535,26294,512,640,13331,33512,528,16644,65535
7.77501,15795,464,5969,20757,448,400,528,65535,20533,464,544,9170,33192,496,17892,65535
7.80501,12643,448,9122,19764,432,384,512,65535,24437,448,528,13539,32423,464,20388,65535
7.83501,6737,1616,11874,15491,416,4032,512,65535,18436,432,496,7761,33224,448,17428,65535
7.866,480,10242,11698,16211,336,2016,352,65535,24325,608,352,11602,33480,368,17172,65535
7.896,4529,18308,14979,14483,336,3088,352,65535,22037,352,352,11938,33480,352,16708,65535
7.92601,384,20116,8914,14115,352,1152,352,65535,22053,352,352,10898,33176,352,22117,65535
7.95601,384,19108,11442,13619,352,2432,352,65535,27222,384,352,11586,34536,352,20917,65503
7.985,384,19028,3088,9938,352,816,352,65535,25542,352,352,11682,32920,384,19076,65535
8.01601,384,18580,6113,8177,352,1168,352,65535,24565,352,352,12515,31191,368,13731,65535
8.047,384,18340,640,7281,352,1568,352,65535,25222,352,352,352,29527,384,8338,60590
8.077,2960,12130,7713,14563,352,2240,352,65535,27798,352,352,3216,27446,8065,4417,352
8.10701,1376,3264,7921,13779,352,1712,352,65535,12210,352,352,352,21861,15747,832,352
8.13701,352,352,352,352,13715,1408,352,65535,34440,352,352,352,1488,13875,1984,352
8.16701,3296,352,352,5201,8177,1984,336,65535,22325,352,13907,352,6609,17828,576,352
8.196,13363,352,1376,2560,6673,1968,352,65535,29607,352,13907,352,6337,18276,864,65535
8.228,10930,336,352,5201,2512,2128,352,65535,28214,368,13955,352,12018,19476,736,65535
8.25801,9954,368,1552,4689,1840,352,352,65535,23253,352,352,352,14227,12435,640,65535
8.287,14387,352,464,5185,576,352,336,65535,24069,352,336,352,16820,352,384,65535
8.317,10210,352,4833,5185,2432,352,352,65535,20372,368,352,352,15187,9778,2304,65535
8.34801,4737,352,5969,4657,2224,352,368,65535,15971,352,352,368,15251,352,1296,65535
8.377,384,352,1152,4449,704,352,352,65535,15411,352,352,352,18964,352,400,65535
8.408,352,352,2912,3792,352,368,352,65535,9794,352,352,352,18436,352,1232,65535
8.43901,384,352,4689,3600,1184,352,352,65535,9266,352,336,352,16996,352,688,65535
8.468,368,352,5553,3248,2272,352,352,65535,352,336,352,352,19140,352,784,65535
8.498,416,336,5793,2816,2704,352,352,65535,384,352,352,352,18564,352,1328,65535
8.52701,752,352,4353,1984,2912,352,352,65535,368,352,352,352,18004,352,1616,65535
8.558,368,352,1440,1664,3200,352,352,65535,384,352,352,336,18212,368,2768,65535
8.588,352,352,1664,1728,2480,336,352,65535,384,352,352,352,18388,352,416,65535
8.62401,368,352,336,512,2576,352,352,65535,368,352,352,352,19620,352,2576,65535
8.65401,352,352,3760,784,2992,352,352,65535,352,352,352,352,18820,352,1696,65535
8.685,416,336,3024,5473,2416,352,352,65535,368,352,352,352,18868,352,4273,65535
8.714,384,352,2816,1376,1600,352,352,65535,352,1520,352,352,21077,352,3808,65471
8.744,352,17428,2464,8177,1760,352,352,65535,336,2320,352,352,19940,352,4016,65535
8.774,384,18036,672,384,1776,1056,352,65535,6929,448,352,352,21189,352,4016,65535
8.806,352,352,352,6625,2192,352,352,65535,21541,6065,11938,560,20613,13075,7281,65535
8.836,1296,9362,2256,7953,3648,432,608,65535,30599,10914,15715,672,23749,16596,6929,65535
8.866,2432,18068,608,8706,7601,1120,432,65535,32183,13779,18564,352,26662,24309,11074,65535
8.897,10274,27798,416,13331,14771,17204,352,65535,33432,16484,8177,5265,27622,27542,11602,65535
8.92601,7777,31207,3024,22197,14979,17444,352,65535,35544,18356,24277,10322,26342,31383,14179,65535
8.95601,13875,33112,368,31655,19796,21797,352,65535,36680,21205,29319,10914,28054,31639,17540,65519
8.987,14435,35144,352,35896,18436,13571,352,65535,37209,18468,24726,13331,27942,32952,17636,65487
9.01801,16692,39721,368,38569,18452,18868,352,65535,38921,20100,28134,16644,27334,35768,21189,65535
