run,timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0,0.012653589248657227,175,35,80,528.0,15715.0,528.0,544.0,1536.0,528.0,464.0,704.0,528.0,15827.0,512.0,512.0,1824.0,544.0,512.0,480.
0,0.07769107818603516,175,36,80,512.0,17460.0,528.0,480.0,464.0,512.0,512.0,464.0,512.0,17044.0,464.0,480.0,448.0,528.0,480.0,496.
0,0.14100193977355957,175,37,80,544.0,18724.0,480.0,1696.0,544.0,464.0,512.0,512.0,528.0,18948.0,480.0,1296.0,464.0,528.0,480.0,512.
0,0.20277690887451172,175,38,80,464.0,19348.0,448.0,2048.0,352.0,544.0,464.0,480.0,480.0,19252.0,496.0,1536.0,464.0,480.0,432.0,512.
0,0.2731058597564697,175,39,80,672.0,19540.0,528.0,576.0,480.0,608.0,512.0,528.0,528.0,19524.0,480.0,512.0,496.0,528.0,480.0,464.
0,0.35520410537719727,175,40,80,512.0,19380.0,592.0,480.0,576.0,464.0,464.0,512.0,592.0,19460.0,528.0,480.0,528.0,480.0,672.0,480.
0,0.42067766189575195,175,41,80,512.0,19348.0,480.0,592.0,528.0,560.0,480.0,464.0,480.0,19460.0,480.0,480.0,512.0,480.0,480.0,464.
0,0.4908115863800049,175,42,80,544.0,19844.0,608.0,464.0,528.0,496.0,480.0,560.0,496.0,19684.0,512.0,496.0,480.0,480.0,480.0,512.
0,0.5485665798187256,175,43,80,528.0,19284.0,480.0,464.0,496.0,528.0,528.0,464.0,592.0,19380.0,528.0,480.0,512.0,528.0,528.0,496.
0,0.6242690086364746,175,44,80,512.0,19348.0,560.0,512.0,480.0,464.0,480.0,464.0,480.0,19204.0,512.0,464.0,480.0,480.0,544.0,480.
0,0.7043793201446533,175,45,80,512.0,19300.0,464.0,496.0,480.0,464.0,448.0,480.0,464.0,19380.0,528.0,512.0,496.0,544.0,400.0,464.
0,0.7785558700561523,175,46,80,416.0,19620.0,544.0,496.0,416.0,464.0,496.0,464.0,496.0,19524.0,464.0,480.0,528.0,464.0,544.0,528.
0,0.8416533470153809,175,47,80,528.0,19508.0,512.0,464.0,512.0,544.0,448.0,464.0,512.0,19460.0,512.0,560.0,512.0,512.0,512.0,384.
0,0.9153225421905518,175,48,80,432.0,19380.0,512.0,576.0,480.0,480.0,496.0,464.0,496.0,19412.0,496.0,496.0,512.0,480.0,496.0,464.
0,0.9792370796203613,175,49,80,512.0,19412.0,512.0,512.0,528.0,512.0,448.0,512.0,496.0,19284.0,512.0,464.0,512.0,528.0,512.0,464.
0,1.0591516494750977,175,50,80,560.0,19492.0,528.0,512.0,480.0,512.0,528.0,528.0,560.0,19428.0,496.0,512.0,480.0,480.0,496.0,480.
0,1.1330022811889648,175,51,80,480.0,19396.0,480.0,496.0,464.0,480.0,464.0,480.0,528.0,19300.0,480.0,480.0,480.0,480.0,464.0,512.
0,1.2208547592163086,175,52,80,480.0,19236.0,512.0,512.0,480.0,528.0,512.0,528.0,496.0,19300.0,480.0,464.0,480.0,512.0,528.0,464.
0,1.292243242263794,175,53,80,480.0,19348.0,512.0,496.0,512.0,480.0,480.0,464.0,480.0,19332.0,480.0,496.0,480.0,544.0,480.0,512.
0,1.3837006092071533,175,54,80,464.0,19332.0,512.0,592.0,544.0,512.0,528.0,512.0,544.0,19492.0,576.0,576.0,496.0,448.0,480.0,512.
0,1.4481642246246338,175,55,80,480.0,19460.0,464.0,544.0,608.0,512.0,416.0,512.0,448.0,19476.0,480.0,512.0,512.0,688.0,512.0,512.
