timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0.014938116073608398,170,10,75,400.0,496.0,448.0,24213.0,512.0,496.0,512.0,65535.0,3888.0,496.0,400.0,9170.0,4865.0,512.0,464.0,65391.
0.06580042839050293,170,11,75,432.0,464.0,480.0,23845.0,480.0,432.0,336.0,65535.0,4705.0,464.0,480.0,8594.0,6817.0,400.0,512.0,65263.
0.1322793960571289,170,12,75,512.0,384.0,480.0,24197.0,480.0,480.0,512.0,65535.0,9090.0,528.0,448.0,9026.0,6705.0,480.0,448.0,544.
0.189835786819458,170,13,75,480.0,464.0,464.0,24565.0,480.0,512.0,480.0,65535.0,8850.0,512.0,512.0,8738.0,6673.0,528.0,464.0,65535.
0.25201964378356934,170,14,75,480.0,480.0,448.0,24229.0,496.0,512.0,480.0,65535.0,9090.0,480.0,416.0,8498.0,6561.0,512.0,528.0,65423.
0.3079380989074707,170,15,75,448.0,464.0,624.0,24389.0,464.0,480.0,432.0,65535.0,8434.0,480.0,480.0,8930.0,5201.0,480.0,512.0,65503.
0.36579298973083496,170,16,75,480.0,432.0,512.0,24565.0,496.0,448.0,416.0,65535.0,8898.0,512.0,512.0,8514.0,5441.0,480.0,496.0,65535.
0.4410827159881592,170,17,75,528.0,528.0,416.0,24117.0,496.0,480.0,400.0,65455.0,11330.0,480.0,224.0,1488.0,7857.0,464.0,512.0,65535.
0.5037877559661865,170,18,75,528.0,480.0,480.0,23797.0,480.0,544.0,416.0,65535.0,9746.0,512.0,480.0,4353.0,7761.0,512.0,432.0,65535.
0.5615789890289307,170,19,75,480.0,496.0,384.0,23109.0,400.0,432.0,384.0,65535.0,8690.0,480.0,464.0,6113.0,7809.0,368.0,448.0,65535.
0.6198422908782959,170,20,75,432.0,352.0,448.0,23397.0,496.0,448.0,400.0,65535.0,10434.0,400.0,480.0,6065.0,5649.0,496.0,480.0,65455.
0.6751194000244141,170,21,75,496.0,448.0,512.0,23541.0,480.0,480.0,496.0,65535.0,10738.0,464.0,480.0,6241.0,9426.0,656.0,512.0,65535.
0.7420079708099365,170,22,75,512.0,464.0,512.0,23445.0,480.0,448.0,480.0,65535.0,8978.0,432.0,480.0,5825.0,11586.0,528.0,544.0,65423.
0.7989943027496338,170,23,75,448.0,480.0,480.0,23509.0,544.0,464.0,496.0,65535.0,8210.0,496.0,496.0,4209.0,9986.0,384.0,528.0,65455.
0.8608994483947754,170,24,75,512.0,496.0,400.0,23253.0,464.0,512.0,480.0,65535.0,7697.0,464.0,512.0,4417.0,10322.0,512.0,400.0,65535.
0.9188861846923828,170,25,75,512.0,512.0,512.0,23045.0,480.0,448.0,512.0,65535.0,7761.0,432.0,432.0,4929.0,9058.0,480.0,464.0,65535.
0.9772417545318604,170,26,75,512.0,432.0,400.0,22405.0,496.0,496.0,512.0,65535.0,6353.0,528.0,528.0,5009.0,8722.0,448.0,480.0,65535.
1.0388901233673096,170,27,75,496.0,432.0,512.0,21381.0,480.0,480.0,304.0,65535.0,6977.0,592.0,496.0,5137.0,7169.0,400.0,512.0,65535.
1.0922603607177734,170,28,75,512.0,480.0,480.0,21221.0,464.0,544.0,512.0,65535.0,6689.0,480.0,480.0,5009.0,9346.0,480.0,544.0,65439.
1.1580877304077148,170,29,75,496.0,464.0,368.0,20116.0,432.0,576.0,512.0,65535.0,7345.0,480.0,512.0,5121.0,9538.0,416.0,512.0,65423.
1.2176733016967773,170,30,75,464.0,464.0,512.0,20436.0,416.0,512.0,448.0,65535.0,7105.0,480.0,480.0,5009.0,10386.0,480.0,480.0,65535.
1.2851135730743408,170,31,75,464.0,512.0,480.0,20533.0,496.0,528.0,496.0,65535.0,6977.0,464.0,528.0,4977.0,9554.0,496.0,416.0,65439.
1.3645212650299072,170,32,75,480.0,400.0,528.0,21269.0,496.0,464.0,512.0,65535.0,6689.0,512.0,480.0,5121.0,9602.0,480.0,480.0,65455.
1.4239797592163086,170,33,75,480.0,480.0,480.0,19780.0,464.0,512.0,512.0,65535.0,5473.0,464.0,496.0,5217.0,2080.0,480.0,528.0,65327.
1.502601146697998,170,34,75,352.0,480.0,480.0,21717.0,512.0,400.0,496.0,65535.0,7777.0,384.0,496.0,2800.0,8786.0,512.0,448.0,65535.
1.5645151138305664,170,35,75,432.0,336.0,464.0,22485.0,432.0,480.0,480.0,65535.0,6817.0,480.0,464.0,2144.0,12707.0,464.0,352.0,304.
1.6232936382293701,170,36,75,432.0,368.0,528.0,23349.0,352.0,464.0,352.0,65535.0,6977.0,448.0,448.0,9538.0,10002.0,448.0,512.0,65471.
1.7054193019866943,170,37,75,544.0,512.0,336.0,23781.0,464.0,384.0,512.0,65535.0,7009.0,512.0,528.0,9986.0,2368.0,432.0,464.0,65519.
1.7629969120025635,170,38,75,480.0,464.0,384.0,23557.0,352.0,528.0,384.0,65535.0,7185.0,528.0,464.0,10002.0,1568.0,544.0,432.0,65519.
1.825545310974121,170,39,75,592.0,528.0,480.0,23829.0,512.0,544.0,528.0,65535.0,6065.0,448.0,512.0,10274.0,2208.0,512.0,512.0,65199.
1.8864951133728027,170,40,75,512.0,544.0,432.0,23573.0,512.0,528.0,384.0,65535.0,5905.0,512.0,400.0,11650.0,2240.0,512.0,560.0,65535.
1.9447970390319824,170,41,75,464.0,480.0,512.0,24037.0,528.0,432.0,512.0,65535.0,5393.0,464.0,464.0,13123.0,1984.0,512.0,384.0,65359.
1.9998304843902588,170,42,75,416.0,416.0,512.0,24325.0,512.0,448.0,384.0,65535.0,6369.0,592.0,560.0,13651.0,1360.0,512.0,560.0,65359.
2.0551702976226807,170,43,75,480.0,400.0,480.0,24565.0,528.0,336.0,352.0,65535.0,6417.0,480.0,400.0,13539.0,2384.0,512.0,480.0,65391.
2.1129560470581055,170,44,75,320.0,416.0,496.0,24774.0,352.0,384.0,432.0,65535.0,6769.0,528.0,528.0,14035.0,3856.0,496.0,464.0,65391.
2.1914241313934326,170,45,75,464.0,416.0,368.0,24886.0,464.0,480.0,352.0,65535.0,6769.0,416.0,544.0,14387.0,3936.0,272.0,496.0,65503.
2.257251501083374,170,46,75,304.0,464.0,496.0,24790.0,528.0,512.0,496.0,65535.0,7633.0,528.0,528.0,13923.0,2304.0,480.0,512.0,65535.
2.3140783309936523,170,47,75,368.0,528.0,416.0,24966.0,384.0,416.0,576.0,65471.0,7649.0,528.0,432.0,13731.0,2640.0,528.0,512.0,65423.
2.3751702308654785,170,48,75,384.0,512.0,480.0,25014.0,336.0,480.0,416.0,65535.0,7265.0,528.0,432.0,13891.0,2608.0,512.0,464.0,65535.
2.436568021774292,170,49,75,576.0,512.0,496.0,24838.0,480.0,496.0,416.0,65535.0,7281.0,416.0,512.0,14339.0,3088.0,416.0,384.0,65535.
2.4925696849823,170,50,75,512.0,512.0,512.0,24373.0,432.0,512.0,432.0,65535.0,7505.0,480.0,528.0,14147.0,3232.0,464.0,432.0,65135.
2.5532164573669434,170,51,75,384.0,416.0,512.0,24453.0,576.0,352.0,480.0,65535.0,6529.0,512.0,384.0,14163.0,3280.0,512.0,416.0,65423.
2.631251096725464,170,52,75,416.0,544.0,528.0,24325.0,544.0,480.0,512.0,65535.0,6625.0,448.0,544.0,14387.0,3024.0,352.0,496.0,65535.
2.690715789794922,170,53,75,560.0,528.0,464.0,24229.0,512.0,464.0,416.0,65535.0,6545.0,416.0,336.0,14355.0,3808.0,352.0,464.0,65535.
2.757389545440674,170,54,75,528.0,336.0,464.0,23893.0,512.0,384.0,352.0,65535.0,6337.0,480.0,480.0,14147.0,4080.0,432.0,480.0,65535.
2.815826177597046,170,55,75,528.0,496.0,464.0,23893.0,544.0,528.0,352.0,65423.0,5969.0,480.0,512.0,14467.0,2896.0,528.0,576.0,65535.
2.891836643218994,170,56,75,400.0,464.0,496.0,24149.0,416.0,544.0,480.0,65535.0,5409.0,512.0,544.0,14147.0,3408.0,352.0,416.0,65535.
2.98085880279541,170,57,75,416.0,464.0,400.0,23877.0,480.0,544.0,432.0,65535.0,5169.0,512.0,640.0,14051.0,3168.0,464.0,480.0,65535.
3.043830394744873,170,58,75,528.0,496.0,464.0,24101.0,384.0,480.0,432.0,65535.0,6033.0,480.0,480.0,14323.0,3392.0,528.0,512.0,65535.
3.1102261543273926,170,59,75,336.0,464.0,480.0,24037.0,480.0,400.0,576.0,65135.0,5361.0,512.0,432.0,14339.0,3184.0,448.0,352.0,65535.
3.1674599647521973,170,60,75,416.0,448.0,544.0,24101.0,560.0,384.0,384.0,65455.0,6097.0,400.0,368.0,14227.0,3776.0,512.0,480.0,65535.
3.2249560356140137,170,61,75,464.0,400.0,384.0,23989.0,512.0,512.0,528.0,65391.0,5505.0,448.0,512.0,13971.0,4897.0,544.0,416.0,65535.
3.3081483840942383,170,62,75,384.0,336.0,368.0,24101.0,464.0,512.0,480.0,65535.0,5409.0,480.0,464.0,13859.0,5329.0,480.0,384.0,65535.
3.369657516479492,170,63,75,416.0,544.0,528.0,23813.0,528.0,464.0,384.0,65535.0,5409.0,448.0,384.0,14131.0,5137.0,528.0,528.0,65295.
3.423961877822876,170,64,75,464.0,416.0,416.0,23765.0,480.0,496.0,352.0,65535.0,5281.0,560.0,512.0,14243.0,5441.0,352.0,528.0,65535.
