timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0.011979103088378906,170,10,75,384.0,400.0,480.0,22757.0,480.0,512.0,512.0,65439.0,4849.0,512.0,480.0,16307.0,672.0,512.0,512.0,65535.
0.07693004608154297,170,11,75,512.0,480.0,464.0,22789.0,464.0,384.0,464.0,65535.0,5521.0,400.0,448.0,6497.0,544.0,336.0,384.0,65455.
0.14118194580078125,170,12,75,512.0,528.0,480.0,23589.0,512.0,464.0,400.0,65535.0,6081.0,432.0,496.0,5697.0,1616.0,416.0,512.0,65535.
0.19987249374389648,170,13,75,480.0,400.0,480.0,21989.0,464.0,464.0,480.0,65535.0,5649.0,400.0,464.0,5617.0,2304.0,480.0,464.0,65455.
0.25453972816467285,170,14,75,448.0,384.0,496.0,20741.0,496.0,512.0,480.0,65535.0,4064.0,480.0,352.0,5521.0,2624.0,480.0,480.0,480.
0.3152289390563965,170,15,75,512.0,384.0,544.0,21205.0,384.0,256.0,416.0,65535.0,3872.0,480.0,464.0,5521.0,1168.0,464.0,480.0,65535.
0.3740663528442383,170,16,75,448.0,464.0,512.0,22677.0,512.0,480.0,480.0,65535.0,7649.0,480.0,480.0,3392.0,480.0,480.0,400.0,65535.
0.42736101150512695,170,17,75,480.0,464.0,464.0,22869.0,416.0,480.0,464.0,65535.0,6449.0,352.0,464.0,3280.0,592.0,528.0,512.0,65535.
0.4850647449493408,170,18,75,480.0,512.0,512.0,22485.0,400.0,480.0,384.0,65535.0,7009.0,448.0,496.0,3504.0,960.0,512.0,528.0,65503.
0.5473527908325195,170,19,75,464.0,400.0,496.0,22389.0,448.0,416.0,464.0,65535.0,6865.0,432.0,464.0,3232.0,848.0,496.0,480.0,65535.
0.6130781173706055,170,20,75,432.0,480.0,432.0,22677.0,464.0,464.0,480.0,65535.0,6721.0,480.0,480.0,3392.0,656.0,480.0,512.0,65183.
0.671318769454956,170,21,75,496.0,384.0,352.0,22453.0,400.0,464.0,480.0,65535.0,7265.0,480.0,320.0,3312.0,672.0,416.0,400.0,65439.
0.7254235744476318,170,22,75,336.0,464.0,432.0,22405.0,480.0,560.0,352.0,65535.0,7505.0,400.0,496.0,3216.0,736.0,448.0,464.0,65423.
0.7871699333190918,170,23,75,448.0,384.0,544.0,22117.0,512.0,512.0,480.0,65535.0,7553.0,400.0,416.0,4193.0,944.0,480.0,352.0,65535.
0.8534502983093262,170,24,75,416.0,464.0,448.0,22229.0,320.0,432.0,512.0,65327.0,7617.0,480.0,432.0,5201.0,864.0,464.0,352.0,65535.
0.9372575283050537,170,25,75,512.0,480.0,416.0,22437.0,384.0,464.0,464.0,65535.0,7505.0,496.0,528.0,5601.0,656.0,352.0,464.0,65535.
0.9991686344146729,170,26,75,480.0,480.0,352.0,22485.0,352.0,448.0,416.0,65535.0,7345.0,384.0,464.0,5649.0,848.0,336.0,496.0,65535.
1.0546040534973145,170,27,75,512.0,464.0,336.0,23253.0,400.0,352.0,400.0,65535.0,7249.0,480.0,480.0,5937.0,1296.0,448.0,512.0,65103.
1.130058765411377,170,28,75,496.0,352.0,416.0,23493.0,464.0,416.0,336.0,65535.0,7329.0,528.0,400.0,5777.0,1552.0,448.0,352.0,65535.
1.1936616897583008,170,29,75,352.0,352.0,432.0,23573.0,528.0,672.0,464.0,65327.0,7329.0,480.0,464.0,5921.0,1472.0,352.0,480.0,65535.
1.2487742900848389,170,30,75,480.0,336.0,432.0,23029.0,384.0,496.0,384.0,65535.0,7041.0,480.0,384.0,6177.0,1312.0,464.0,512.0,65535.
1.3112695217132568,170,31,75,400.0,304.0,512.0,22741.0,352.0,336.0,496.0,65535.0,7361.0,432.0,512.0,8113.0,1072.0,432.0,384.0,65535.
1.3743948936462402,170,32,75,560.0,432.0,416.0,22725.0,464.0,512.0,560.0,65535.0,6977.0,480.0,496.0,7089.0,1232.0,480.0,512.0,65535.
1.4488584995269775,170,33,75,528.0,672.0,448.0,22965.0,464.0,480.0,464.0,65535.0,7073.0,352.0,448.0,10018.0,768.0,480.0,480.0,65535.
1.5153934955596924,170,34,75,464.0,464.0,384.0,23317.0,320.0,320.0,400.0,65535.0,7201.0,480.0,352.0,10434.0,640.0,352.0,544.0,65199.
1.5753462314605713,170,35,75,352.0,352.0,448.0,24069.0,256.0,544.0,384.0,65535.0,7137.0,528.0,464.0,12002.0,352.0,336.0,544.0,65535.
1.6672453880310059,170,36,75,448.0,448.0,480.0,24069.0,528.0,512.0,464.0,65535.0,6849.0,464.0,496.0,13667.0,768.0,512.0,352.0,65167.
