run,timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0,0.009501218795776367,175,35,80,560.0,928.0,480.0,512.0,464.0,464.0,528.0,496.0,480.0,976.0,528.0,480.0,528.0,624.0,512.0,480.
0,0.06948447227478027,175,36,80,512.0,928.0,512.0,1408.0,512.0,480.0,528.0,512.0,496.0,1072.0,544.0,1504.0,528.0,512.0,512.0,512.
0,0.1571648120880127,175,37,80,496.0,2672.0,528.0,480.0,528.0,480.0,512.0,480.0,304.0,1872.0,528.0,512.0,528.0,528.0,560.0,512.
0,0.22125983238220215,175,38,80,480.0,1424.0,480.0,2016.0,512.0,512.0,512.0,512.0,528.0,2000.0,528.0,1600.0,480.0,512.0,464.0,496.
0,0.2707183361053467,175,39,80,512.0,640.0,544.0,784.0,480.0,464.0,528.0,480.0,512.0,704.0,432.0,1152.0,480.0,528.0,480.0,464.
0,0.33575987815856934,175,40,80,528.0,2304.0,480.0,1008.0,480.0,464.0,608.0,480.0,512.0,1600.0,480.0,1200.0,496.0,464.0,496.0,464.
0,0.3980534076690674,175,41,80,496.0,1184.0,512.0,2096.0,480.0,576.0,464.0,512.0,480.0,2512.0,528.0,1952.0,528.0,480.0,528.0,560.
0,0.4726569652557373,175,42,80,496.0,464.0,528.0,2128.0,464.0,464.0,512.0,512.0,480.0,480.0,464.0,2336.0,512.0,528.0,512.0,464.
0,0.5472502708435059,175,43,80,544.0,544.0,512.0,2736.0,512.0,496.0,544.0,480.0,512.0,560.0,496.0,2832.0,480.0,512.0,480.0,528.
0,0.6021943092346191,175,44,80,512.0,512.0,448.0,2880.0,480.0,480.0,496.0,512.0,464.0,464.0,480.0,2816.0,480.0,528.0,560.0,544.
0,0.6817021369934082,175,45,80,464.0,544.0,496.0,2144.0,464.0,512.0,512.0,528.0,496.0,496.0,528.0,2272.0,480.0,464.0,528.0,512.
0,0.781085729598999,175,46,80,528.0,528.0,528.0,1296.0,544.0,480.0,480.0,480.0,464.0,1168.0,480.0,1104.0,592.0,448.0,464.0,480.
0,0.8696427345275879,175,47,80,560.0,544.0,544.0,2384.0,480.0,480.0,528.0,480.0,464.0,480.0,480.0,2432.0,496.0,496.0,480.0,464.
0,0.9461092948913574,175,48,80,560.0,2112.0,512.0,656.0,528.0,496.0,544.0,464.0,480.0,2384.0,496.0,1184.0,512.0,496.0,496.0,480.
0,1.0220425128936768,175,49,80,512.0,896.0,528.0,816.0,480.0,480.0,512.0,496.0,544.0,864.0,512.0,624.0,480.0,512.0,464.0,528.
0,1.0946063995361328,175,50,80,512.0,512.0,496.0,784.0,512.0,496.0,480.0,512.0,608.0,480.0,512.0,784.0,432.0,480.0,480.0,480.
0,1.1870324611663818,175,51,80,480.0,480.0,496.0,784.0,480.0,512.0,528.0,480.0,544.0,512.0,464.0,848.0,512.0,480.0,512.0,528.
0,1.2656493186950684,175,52,80,480.0,896.0,480.0,1936.0,512.0,512.0,512.0,512.0,512.0,992.0,512.0,1808.0,480.0,512.0,512.0,496.
0,1.3309979438781738,175,53,80,528.0,912.0,720.0,2224.0,512.0,512.0,528.0,528.0,512.0,1072.0,480.0,2176.0,528.0,512.0,480.0,464.
0,1.3921492099761963,175,54,80,512.0,656.0,496.0,1376.0,512.0,480.0,480.0,512.0,496.0,592.0,400.0,2224.0,624.0,496.0,480.0,496.
0,1.4529905319213867,175,55,80,528.0,1728.0,512.0,1728.0,528.0,528.0,512.0,640.0,512.0,1776.0,512.0,1840.0,480.0,512.0,576.0,480.
0,1.536191701889038,175,56,80,512.0,960.0,528.0,1744.0,496.0,528.0,576.0,528.0,544.0,1056.0,544.0,1568.0,496.0,512.0,512.0,480.
0,1.6104965209960938,175,57,80,528.0,992.0,528.0,1632.0,480.0,528.0,496.0,512.0,528.0,752.0,528.0,1856.0,512.0,544.0,528.0,528.
0,1.6645870208740234,175,58,80,480.0,3120.0,528.0,960.0,464.0,496.0,528.0,496.0,464.0,3136.0,464.0,1104.0,464.0,480.0,512.0,480.
0,1.7529025077819824,175,59,80,480.0,2656.0,480.0,1344.0,512.0,528.0,528.0,512.0,480.0,2608.0,512.0,944.0,512.0,544.0,480.0,496.
0,1.8278522491455078,175,60,80,512.0,512.0,512.0,2176.0,560.0,528.0,496.0,512.0,512.0,544.0,544.0,2256.0,512.0,496.0,496.0,512.
0,1.878056526184082,175,61,80,480.0,736.0,528.0,2496.0,512.0,480.0,496.0,528.0,528.0,480.0,544.0,2176.0,480.0,560.0,464.0,448.
0,1.9419658184051514,175,62,80,496.0,480.0,512.0,3248.0,528.0,512.0,528.0,480.0,528.0,480.0,480.0,3264.0,528.0,512.0,528.0,560.
0,2.007791519165039,175,63,80,512.0,464.0,528.0,2656.0,512.0,512.0,512.0,512.0,512.0,592.0,512.0,2560.0,480.0,464.0,400.0,512.
0,2.0967636108398438,175,64,80,480.0,480.0,464.0,2144.0,480.0,496.0,512.0,528.0,480.0,464.0,464.0,1984.0,400.0,512.0,560.0,512.
0,2.1554713249206543,175,65,80,512.0,560.0,496.0,2656.0,480.0,480.0,496.0,512.0,480.0,896.0,496.0,2368.0,512.0,512.0,512.0,512.
0,2.2327077388763428,175,66,80,480.0,512.0,480.0,2880.0,608.0,464.0,528.0,512.0,480.0,480.0,512.0,2896.0,528.0,512.0,544.0,592.
0,2.2981698513031006,175,67,80,480.0,608.0,528.0,1952.0,496.0,464.0,512.0,464.0,576.0,768.0,512.0,2128.0,480.0,528.0,512.0,480.
0,2.3773837089538574,175,68,80,432.0,2128.0,528.0,2304.0,528.0,480.0,464.0,512.0,496.0,2224.0,480.0,2368.0,512.0,512.0,512.0,528.
0,2.4549388885498047,175,69,80,480.0,2320.0,480.0,2336.0,480.0,480.0,512.0,496.0,512.0,2352.0,496.0,2256.0,464.0,480.0,480.0,528.
0,2.520306348800659,175,70,80,480.0,464.0,496.0,1296.0,512.0,464.0,640.0,480.0,480.0,480.0,512.0,1424.0,496.0,512.0,480.0,480.
0,2.5946602821350098,175,71,80,544.0,416.0,512.0,2512.0,528.0,480.0,512.0,480.0,464.0,432.0,496.0,1840.0,464.0,480.0,560.0,544.
0,2.666402578353882,175,72,80,496.0,1728.0,512.0,688.0,592.0,496.0,512.0,432.0,592.0,2800.0,464.0,1280.0,480.0,512.0,512.0,480.
0,2.7378933429718018,175,73,80,528.0,512.0,544.0,2384.0,480.0,528.0,512.0,496.0,544.0,496.0,544.0,2784.0,512.0,512.0,528.0,512.
0,2.805574655532837,175,74,80,512.0,528.0,496.0,2336.0,528.0,528.0,608.0,528.0,496.0,512.0,560.0,1168.0,512.0,528.0,528.0,544.
0,2.864331007003784,175,75,80,528.0,8177.0,480.0,2896.0,480.0,512.0,528.0,544.0,496.0,2144.0,512.0,3104.0,544.0,480.0,512.0,544.
0,2.953467607498169,175,76,80,544.0,8177.0,512.0,4000.0,544.0,512.0,512.0,640.0,512.0,8177.0,480.0,3792.0,480.0,560.0,480.0,512.
