run,timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p1
0,0.008386373519897461,170,10,75,7201.0,528.0,560.0,544.0,528.0,544.0,544.0,65535.0,7665.0,512.0,544.0,1824.0,1616.0,22453.0,560.0,65503.
0,0.0623776912689209,170,11,75,7249.0,528.0,544.0,528.0,512.0,528.0,544.0,59918.0,12050.0,544.0,528.0,544.0,1872.0,1232.0,528.0,480.
0,0.12091517448425293,170,12,75,7297.0,560.0,544.0,560.0,560.0,528.0,544.0,65535.0,9282.0,560.0,560.0,528.0,1552.0,528.0,528.0,528.
0,0.17453384399414062,170,13,75,7281.0,544.0,544.0,544.0,544.0,544.0,544.0,65535.0,9570.0,544.0,528.0,544.0,1280.0,8498.0,544.0,65471.
0,0.2291858196258545,170,14,75,7185.0,528.0,528.0,528.0,544.0,528.0,640.0,65535.0,9666.0,544.0,560.0,560.0,1440.0,6881.0,528.0,65471.
0,0.2801475524902344,170,15,75,7057.0,576.0,560.0,560.0,560.0,576.0,720.0,65535.0,9682.0,560.0,544.0,544.0,2080.0,7073.0,528.0,528.
0,0.3378322124481201,170,16,75,7249.0,560.0,576.0,544.0,544.0,544.0,672.0,65535.0,9506.0,512.0,528.0,528.0,2816.0,7425.0,544.0,65503.
0,0.3985614776611328,170,17,75,7137.0,576.0,576.0,560.0,560.0,560.0,784.0,65535.0,9554.0,512.0,544.0,528.0,3744.0,7089.0,528.0,65503.
0,0.4636402130126953,170,18,75,7169.0,512.0,544.0,528.0,528.0,528.0,1104.0,65535.0,9298.0,608.0,560.0,544.0,3840.0,6753.0,544.0,65487.
0,0.5259907245635986,170,19,75,7329.0,544.0,576.0,544.0,576.0,560.0,560.0,65535.0,10066.0,560.0,512.0,528.0,3616.0,6353.0,544.0,65535.
0,0.6000545024871826,170,20,75,7185.0,544.0,528.0,560.0,512.0,528.0,640.0,65535.0,10274.0,560.0,560.0,560.0,3632.0,8514.0,560.0,65503.
0,0.6602451801300049,170,21,75,7265.0,560.0,576.0,560.0,576.0,544.0,560.0,65535.0,10306.0,576.0,560.0,544.0,3840.0,8722.0,560.0,65487.
0,0.720822811126709,170,22,75,7265.0,560.0,576.0,560.0,576.0,560.0,736.0,65535.0,10642.0,576.0,512.0,512.0,4641.0,10818.0,576.0,65519.
0,0.7864346504211426,170,23,75,7249.0,544.0,544.0,576.0,544.0,544.0,560.0,65535.0,10818.0,576.0,544.0,544.0,4993.0,10914.0,544.0,65503.
0,0.8519206047058105,170,24,75,7233.0,576.0,544.0,560.0,560.0,560.0,560.0,65535.0,10786.0,576.0,576.0,560.0,4913.0,10930.0,544.0,65487.
0,0.9021213054656982,170,25,75,7233.0,544.0,576.0,576.0,544.0,560.0,544.0,65535.0,10850.0,560.0,560.0,544.0,4881.0,11474.0,512.0,65519.
0,0.9639549255371094,170,26,75,7313.0,544.0,576.0,576.0,560.0,544.0,560.0,65535.0,10594.0,512.0,560.0,576.0,5489.0,11586.0,560.0,64687.
0,1.0284416675567627,170,27,75,7233.0,560.0,576.0,560.0,544.0,464.0,528.0,65535.0,9522.0,544.0,592.0,560.0,4353.0,12435.0,560.0,65503.
0,1.092010736465454,170,28,75,7105.0,528.0,736.0,528.0,528.0,544.0,528.0,65535.0,9826.0,576.0,560.0,608.0,3856.0,7409.0,560.0,65503.
0,1.1565361022949219,170,29,75,7313.0,512.0,528.0,464.0,512.0,736.0,576.0,65519.0,9522.0,560.0,576.0,4513.0,4016.0,7889.0,560.0,65471.
0,1.220510482788086,170,30,75,7345.0,560.0,576.0,560.0,560.0,560.0,560.0,65199.0,8738.0,544.0,496.0,5537.0,3872.0,1248.0,544.0,65487.
0,1.2801759243011475,170,31,75,7329.0,544.0,560.0,560.0,560.0,560.0,560.0,65535.0,8978.0,528.0,528.0,5953.0,3616.0,6737.0,544.0,65503.
0,1.3441863059997559,170,32,75,7313.0,480.0,528.0,480.0,528.0,576.0,544.0,65535.0,8994.0,560.0,544.0,12258.0,4193.0,7473.0,560.0,65503.
0,1.404940128326416,170,33,75,7297.0,576.0,560.0,576.0,544.0,560.0,560.0,65007.0,8898.0,512.0,544.0,8065.0,3840.0,6561.0,640.0,65503.
0,1.4789032936096191,170,34,75,7329.0,576.0,560.0,544.0,560.0,464.0,528.0,65535.0,8658.0,544.0,560.0,4929.0,3760.0,5905.0,560.0,65471.
0,1.5379135608673096,170,35,75,7329.0,592.0,560.0,560.0,560.0,528.0,560.0,64991.0,8962.0,560.0,528.0,6289.0,3968.0,6561.0,560.0,65455.
0,1.5995678901672363,170,36,75,7313.0,512.0,544.0,544.0,544.0,544.0,544.0,65535.0,9490.0,576.0,576.0,5793.0,4129.0,6193.0,560.0,65487.
0,1.658111333847046,170,37,75,7377.0,576.0,592.0,464.0,544.0,528.0,528.0,65535.0,9378.0,544.0,544.0,6577.0,4257.0,7617.0,576.0,65503.
0,1.7278985977172852,170,38,75,7361.0,560.0,560.0,544.0,560.0,560.0,560.0,65535.0,10050.0,560.0,544.0,6161.0,4257.0,7649.0,544.0,65519.
0,1.8010139465332031,170,39,75,7361.0,592.0,576.0,576.0,480.0,528.0,480.0,65519.0,9762.0,576.0,528.0,5937.0,4561.0,7489.0,576.0,65487.
0,1.8625600337982178,170,40,75,7345.0,560.0,576.0,592.0,560.0,528.0,576.0,65535.0,10162.0,576.0,560.0,5361.0,4129.0,7361.0,560.0,65535.
0,1.928421974182129,170,41,75,7361.0,560.0,592.0,576.0,576.0,480.0,512.0,65439.0,9682.0,544.0,528.0,5777.0,4337.0,6801.0,576.0,65471.
0,1.98305082321167,170,42,75,7377.0,576.0,576.0,544.0,576.0,560.0,560.0,65535.0,10082.0,560.0,560.0,4417.0,3920.0,7905.0,480.0,65487.
0,2.040518045425415,170,43,75,7345.0,592.0,576.0,576.0,560.0,560.0,576.0,65535.0,10242.0,560.0,560.0,5537.0,4048.0,7121.0,576.0,64447.
0,2.097405433654785,170,44,75,7377.0,576.0,592.0,576.0,560.0,576.0,576.0,65535.0,10050.0,576.0,560.0,5921.0,4273.0,7777.0,576.0,65519.
0,2.1539711952209473,170,45,75,7377.0,560.0,592.0,560.0,560.0,512.0,528.0,64799.0,9666.0,592.0,576.0,4369.0,4369.0,7825.0,560.0,65519.
0,2.2180442810058594,170,46,75,7425.0,560.0,576.0,560.0,560.0,576.0,560.0,65535.0,10162.0,592.0,576.0,4273.0,4369.0,7825.0,496.0,65487.
0,2.2824244499206543,170,47,75,7377.0,576.0,576.0,464.0,512.0,464.0,544.0,65535.0,9954.0,656.0,576.0,4625.0,4225.0,6881.0,576.0,65487.
0,2.3487350940704346,170,48,75,7329.0,544.0,528.0,544.0,592.0,560.0,576.0,65535.0,10002.0,576.0,576.0,3936.0,4161.0,7041.0,560.0,65503.
0,2.4060752391815186,170,49,75,7361.0,544.0,592.0,592.0,576.0,576.0,560.0,65535.0,10066.0,576.0,576.0,5521.0,4097.0,7617.0,576.0,65503.
0,2.4720849990844727,170,50,75,7377.0,560.0,576.0,560.0,576.0,576.0,560.0,65535.0,10082.0,560.0,576.0,592.0,4016.0,7825.0,480.0,65183.
0,2.531550168991089,170,51,75,7393.0,592.0,592.0,560.0,560.0,560.0,560.0,65535.0,10002.0,592.0,576.0,608.0,4048.0,7729.0,528.0,65535.
0,2.5864338874816895,170,52,75,7377.0,560.0,576.0,560.0,560.0,560.0,560.0,65535.0,10210.0,560.0,560.0,560.0,4289.0,8177.0,576.0,65519.
0,2.655027151107788,170,53,75,7425.0,592.0,576.0,592.0,480.0,528.0,512.0,65535.0,10450.0,544.0,576.0,560.0,4225.0,8145.0,576.0,65503.
0,2.7131223678588867,170,54,75,7409.0,592.0,576.0,576.0,560.0,512.0,560.0,65183.0,10210.0,560.0,576.0,576.0,4241.0,8242.0,560.0,65503.
0,2.7864530086517334,170,55,75,7393.0,560.0,560.0,576.0,560.0,576.0,576.0,65535.0,11042.0,576.0,560.0,480.0,3888.0,7169.0,544.0,65535.
0,2.8411920070648193,170,56,75,7425.0,560.0,592.0,576.0,560.0,576.0,560.0,65535.0,11090.0,576.0,464.0,544.0,3664.0,6753.0,736.0,65535.
0,2.91715145111084,170,57,75,7457.0,592.0,576.0,560.0,544.0,560.0,560.0,64463.0,10818.0,512.0,544.0,640.0,4097.0,6913.0,576.0,65503.
0,2.9871644973754883,170,58,75,7425.0,576.0,560.0,560.0,560.0,560.0,560.0,64415.0,10786.0,512.0,512.0,672.0,4080.0,6849.0,576.0,65519.
0,3.0380301475524902,170,59,75,7233.0,560.0,528.0,528.0,800.0,576.0,608.0,65535.0,11010.0,576.0,560.0,576.0,4577.0,6881.0,560.0,65519.
0,3.116633653640747,170,60,75,7377.0,544.0,576.0,560.0,560.0,560.0,560.0,65535.0,11010.0,576.0,576.0,576.0,4513.0,6897.0,576.0,65519.
0,3.1799428462982178,170,61,75,7393.0,656.0,544.0,544.0,576.0,560.0,592.0,65535.0,11026.0,512.0,544.0,544.0,4417.0,6977.0,576.0,65471.
0,3.2462234497070312,170,62,75,7265.0,560.0,544.0,544.0,544.0,544.0,544.0,65535.0,11202.0,592.0,576.0,576.0,4097.0,6961.0,560.0,65535.
0,3.2991936206817627,170,63,75,7409.0,576.0,576.0,560.0,560.0,448.0,544.0,64527.0,10658.0,544.0,576.0,576.0,3968.0,6993.0,576.0,65487.
0,3.358551263809204,170,64,75,7377.0,576.0,560.0,592.0,560.0,512.0,592.0,65135.0,10690.0,608.0,576.0,576.0,4032.0,7009.0,560.0,65519.
0,3.4245667457580566,170,65,75,7441.0,528.0,560.0,800.0,576.0,560.0,576.0,65519.0,11042.0,576.0,560.0,560.0,4097.0,7073.0,576.0,65519.
0,3.4826838970184326,170,66,75,7425.0,560.0,576.0,560.0,528.0,528.0,544.0,65535.0,11122.0,576.0,592.0,560.0,3984.0,7057.0,560.0,65503.
0,3.547361373901367,170,67,75,7217.0,528.0,528.0,800.0,576.0,576.0,576.0,65535.0,11042.0,560.0,560.0,1024.0,3968.0,7057.0,560.0,65503.
0,3.6147823333740234,170,68,75,7409.0,576.0,592.0,512.0,528.0,480.0,544.0,65535.0,10786.0,592.0,560.0,1328.0,3904.0,7089.0,576.0,65519.
0,3.6701231002807617,170,69,75,7425.0,560.0,560.0,592.0,560.0,560.0,560.0,65535.0,10674.0,544.0,528.0,1152.0,3920.0,7105.0,576.0,65487.
0,3.721184253692627,170,70,75,7425.0,592.0,576.0,560.0,560.0,592.0,592.0,65535.0,11026.0,576.0,576.0,1248.0,3920.0,7121.0,576.0,65519.
0,3.784231185913086,170,71,75,7393.0,576.0,576.0,560.0,528.0,544.0,576.0,65535.0,11058.0,544.0,560.0,2352.0,4161.0,6993.0,544.0,65071.
0,3.8578665256500244,170,72,75,7393.0,544.0,576.0,560.0,560.0,576.0,560.0,65535.0,11202.0,576.0,560.0,1680.0,4177.0,7681.0,544.0,65519.
