timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,vibratio
0.011162042617797852,170,10,75,480.0,512.0,480.0,22165.0,480.0,464.0,480.0,65535.0,3792.0,480.0,464.0,464.0,2256.0,400.0,400.0,65343.
0.07345819473266602,170,11,75,528.0,480.0,528.0,22549.0,336.0,480.0,464.0,65535.0,1264.0,496.0,464.0,496.0,5265.0,4961.0,528.0,65535.
0.13515806198120117,170,12,75,544.0,464.0,512.0,22421.0,448.0,464.0,480.0,65535.0,1328.0,464.0,464.0,448.0,5569.0,480.0,480.0,65391.
0.21202778816223145,170,13,75,480.0,528.0,480.0,22533.0,464.0,432.0,384.0,65455.0,1328.0,496.0,400.0,448.0,5553.0,5265.0,464.0,65535.
0.274611234664917,170,14,75,400.0,528.0,480.0,22357.0,464.0,480.0,480.0,65535.0,1472.0,480.0,480.0,5985.0,5553.0,6993.0,512.0,65535.
0.3525204658508301,170,15,75,480.0,528.0,352.0,22437.0,528.0,400.0,432.0,65535.0,1504.0,432.0,320.0,5825.0,5649.0,7393.0,480.0,65519.
0.41545939445495605,170,16,75,352.0,352.0,496.0,22453.0,464.0,416.0,512.0,65535.0,1520.0,512.0,496.0,4753.0,5089.0,8914.0,512.0,65359.
0.4779930114746094,170,17,75,448.0,384.0,400.0,22357.0,512.0,528.0,512.0,65535.0,1424.0,512.0,480.0,10658.0,4417.0,8177.0,480.0,65535.
0.539931058883667,170,18,75,480.0,512.0,464.0,22405.0,464.0,416.0,384.0,65167.0,1232.0,464.0,464.0,10882.0,4417.0,4241.0,528.0,65535.
0.6019546985626221,170,19,75,448.0,416.0,464.0,22421.0,448.0,512.0,496.0,65535.0,1456.0,528.0,464.0,13011.0,4305.0,496.0,576.0,65439.
0.6641566753387451,170,20,75,464.0,448.0,448.0,22405.0,336.0,384.0,480.0,65535.0,1712.0,416.0,480.0,14211.0,4353.0,640.0,432.0,65535.
0.7261900901794434,170,21,75,464.0,528.0,336.0,22293.0,384.0,448.0,512.0,65535.0,1552.0,496.0,304.0,13571.0,3488.0,544.0,512.0,65263.
0.78816819190979,170,22,75,432.0,448.0,352.0,22357.0,496.0,416.0,528.0,65535.0,1984.0,528.0,496.0,13571.0,3536.0,528.0,528.0,65375.
0.8491826057434082,170,23,75,480.0,464.0,384.0,22389.0,448.0,432.0,496.0,65535.0,2448.0,528.0,480.0,12483.0,2560.0,512.0,480.0,65535.
0.9118518829345703,170,24,75,528.0,464.0,512.0,22341.0,496.0,480.0,480.0,65535.0,2256.0,464.0,528.0,12627.0,4241.0,416.0,544.0,65535.
0.9740622043609619,170,25,75,480.0,480.0,400.0,22213.0,512.0,480.0,496.0,65535.0,2240.0,400.0,416.0,12194.0,4321.0,464.0,528.0,65535.
1.0366849899291992,170,26,75,528.0,336.0,464.0,22229.0,448.0,480.0,464.0,65535.0,2320.0,352.0,480.0,12194.0,4897.0,384.0,480.0,65327.
1.098196268081665,170,27,75,432.0,320.0,384.0,21909.0,352.0,432.0,464.0,65535.0,2384.0,384.0,416.0,11634.0,3888.0,464.0,480.0,65375.
