run,timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0,0.016430377960205078,175,35,80,560.0,2192.0,512.0,480.0,512.0,480.0,480.0,544.0,512.0,2368.0,528.0,528.0,560.0,496.0,448.0,480.
0,0.08687067031860352,175,36,80,528.0,2272.0,528.0,512.0,512.0,544.0,512.0,512.0,496.0,2752.0,480.0,512.0,480.0,496.0,480.0,480.
0,0.1642162799835205,175,37,80,528.0,1888.0,512.0,512.0,512.0,512.0,528.0,608.0,480.0,3232.0,512.0,480.0,496.0,512.0,464.0,672.
0,0.24065923690795898,175,38,80,512.0,4481.0,512.0,672.0,512.0,512.0,512.0,512.0,544.0,5089.0,512.0,640.0,512.0,480.0,496.0,544.
0,0.31716012954711914,175,39,80,400.0,4481.0,688.0,480.0,480.0,464.0,560.0,512.0,544.0,4497.0,480.0,544.0,480.0,496.0,560.0,480.
0,0.37728118896484375,175,40,80,512.0,5665.0,496.0,512.0,464.0,656.0,544.0,496.0,480.0,5825.0,544.0,512.0,512.0,528.0,560.0,592.
0,0.45742201805114746,175,41,80,528.0,6225.0,544.0,512.0,512.0,512.0,544.0,544.0,560.0,6177.0,512.0,528.0,528.0,416.0,512.0,528.
0,0.5338811874389648,175,42,80,416.0,2656.0,512.0,368.0,464.0,512.0,640.0,464.0,464.0,4000.0,384.0,512.0,464.0,464.0,480.0,544.
0,0.6019678115844727,175,43,80,512.0,1696.0,528.0,512.0,560.0,496.0,528.0,512.0,560.0,1744.0,512.0,480.0,480.0,480.0,528.0,560.
0,0.6739468574523926,175,44,80,640.0,2112.0,480.0,912.0,528.0,512.0,560.0,544.0,496.0,2432.0,496.0,512.0,496.0,480.0,512.0,496.
0,0.7505495548248291,175,45,80,560.0,3280.0,464.0,704.0,512.0,512.0,480.0,512.0,528.0,3312.0,608.0,608.0,464.0,480.0,672.0,544.
0,0.8110237121582031,175,46,80,544.0,3616.0,592.0,480.0,624.0,544.0,496.0,480.0,496.0,2720.0,480.0,480.0,512.0,464.0,512.0,464.
0,0.8749175071716309,175,47,80,464.0,1552.0,512.0,512.0,464.0,528.0,608.0,512.0,512.0,1504.0,512.0,528.0,496.0,512.0,576.0,480.
0,0.931372880935669,175,48,80,512.0,2144.0,528.0,480.0,448.0,528.0,512.0,512.0,496.0,2400.0,512.0,480.0,464.0,480.0,464.0,480.
0,0.995774507522583,175,49,80,528.0,2688.0,528.0,464.0,512.0,480.0,496.0,464.0,544.0,2384.0,512.0,528.0,608.0,480.0,480.0,576.
0,1.0726864337921143,175,50,80,528.0,2320.0,480.0,512.0,448.0,528.0,544.0,512.0,448.0,2208.0,512.0,560.0,480.0,480.0,480.0,480.
0,1.15104079246521,175,51,80,528.0,2768.0,528.0,560.0,528.0,512.0,544.0,528.0,544.0,2704.0,480.0,496.0,464.0,464.0,512.0,512.
0,1.2019755840301514,175,52,80,480.0,2784.0,480.0,512.0,528.0,464.0,496.0,544.0,512.0,3424.0,464.0,464.0,464.0,512.0,480.0,464.
