run,timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p1
0,0.012762784957885742,170,10,75,592.0,25990.0,576.0,20581.0,576.0,576.0,11602.0,64575.0,3360.0,528.0,544.0,544.0,8386.0,560.0,21637.0,65423.
0,0.07163691520690918,170,11,75,560.0,24806.0,544.0,20661.0,560.0,528.0,608.0,65087.0,3776.0,656.0,528.0,560.0,1536.0,560.0,9746.0,65535.
0,0.1244959831237793,170,12,75,560.0,23957.0,560.0,19972.0,560.0,544.0,13331.0,65503.0,6241.0,544.0,560.0,544.0,4817.0,544.0,20917.0,544.
0,0.1889204978942871,170,13,75,448.0,23877.0,544.0,16516.0,528.0,688.0,13379.0,65535.0,4385.0,560.0,560.0,560.0,1120.0,544.0,19972.0,592.
0,0.2607560157775879,170,14,75,576.0,23909.0,576.0,18852.0,512.0,496.0,13539.0,65535.0,2304.0,560.0,544.0,544.0,896.0,576.0,17204.0,65455.
0,0.3287653923034668,170,15,75,560.0,23893.0,576.0,18900.0,448.0,528.0,13411.0,65535.0,3392.0,592.0,544.0,544.0,688.0,560.0,21221.0,65455.
0,0.38919711112976074,170,16,75,544.0,23269.0,544.0,19636.0,6977.0,608.0,13571.0,65535.0,4177.0,576.0,544.0,560.0,1056.0,576.0,19844.0,65519.
0,0.4520258903503418,170,17,75,560.0,23909.0,560.0,19748.0,528.0,560.0,13539.0,65535.0,4241.0,592.0,560.0,576.0,1088.0,3344.0,19860.0,65519.
0,0.5173037052154541,170,18,75,592.0,23909.0,560.0,19748.0,560.0,560.0,13507.0,65535.0,4497.0,560.0,576.0,544.0,736.0,3248.0,17956.0,64351.
0,0.5835819244384766,170,19,75,576.0,23221.0,448.0,19220.0,560.0,560.0,13475.0,65535.0,4273.0,560.0,592.0,544.0,560.0,2688.0,24565.0,65487.
0,0.6422064304351807,170,20,75,592.0,23893.0,560.0,19364.0,544.0,560.0,13459.0,65535.0,4241.0,560.0,576.0,560.0,560.0,3760.0,25062.0,65487.
0,0.7133455276489258,170,21,75,560.0,23493.0,560.0,19124.0,576.0,576.0,13475.0,65535.0,4016.0,608.0,560.0,576.0,560.0,3760.0,25158.0,64303.
0,0.7857367992401123,170,22,75,768.0,23397.0,544.0,19092.0,576.0,576.0,13459.0,65535.0,4129.0,560.0,560.0,576.0,576.0,3760.0,25190.0,65503.
0,0.848473310470581,170,23,75,560.0,23589.0,560.0,19028.0,560.0,560.0,13475.0,65535.0,4048.0,560.0,560.0,4161.0,560.0,2784.0,22197.0,65519.
0,0.9139604568481445,170,24,75,560.0,23637.0,560.0,19364.0,560.0,576.0,12611.0,65535.0,4032.0,560.0,576.0,6017.0,560.0,2848.0,21301.0,64031.
0,0.9883236885070801,170,25,75,576.0,23749.0,576.0,19348.0,576.0,560.0,10258.0,65535.0,3584.0,560.0,464.0,5713.0,528.0,2640.0,21205.0,65535.
0,1.0416972637176514,170,26,75,528.0,23813.0,528.0,21189.0,576.0,576.0,11346.0,65535.0,3744.0,576.0,576.0,5473.0,576.0,2320.0,18820.0,65471.
0,1.0977113246917725,170,27,75,560.0,23701.0,528.0,21765.0,528.0,560.0,10066.0,65535.0,3264.0,592.0,560.0,8514.0,576.0,8210.0,18996.0,65487.
0,1.1573700904846191,170,28,75,640.0,23829.0,576.0,22229.0,560.0,560.0,11138.0,65535.0,3808.0,608.0,592.0,7249.0,560.0,5313.0,19140.0,65503.
0,1.2283787727355957,170,29,75,608.0,24678.0,560.0,22341.0,560.0,576.0,10946.0,65535.0,4145.0,640.0,576.0,6801.0,576.0,7841.0,21269.0,65503.
