timestep,servo1,servo2,servo3,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0.007573604583740234,170,10,75,3936.0,6097.0,544.0,23333.0,592.0,400.0,384.0,65535.0,7313.0,496.0,416.0,480.0,18484.0,512.0,512.0,65487.
0.06172060966491699,170,11,75,512.0,480.0,512.0,23397.0,480.0,544.0,432.0,65535.0,7473.0,480.0,464.0,480.0,6785.0,512.0,432.0,65519.
0.1125783920288086,170,12,75,400.0,9698.0,464.0,23429.0,336.0,496.0,512.0,65535.0,6785.0,480.0,512.0,464.0,5809.0,464.0,432.0,65519.
0.16998672485351562,170,13,75,464.0,416.0,416.0,23269.0,480.0,464.0,336.0,65519.0,6817.0,496.0,496.0,528.0,6401.0,480.0,512.0,65503.
0.2281172275543213,170,14,75,464.0,416.0,416.0,23077.0,480.0,464.0,480.0,65535.0,6753.0,256.0,512.0,512.0,6385.0,512.0,480.0,65535.
0.28252577781677246,170,15,75,512.0,6433.0,368.0,21397.0,480.0,480.0,480.0,65535.0,6337.0,400.0,480.0,400.0,8418.0,480.0,480.0,65375.
0.34020161628723145,170,16,75,480.0,3408.0,464.0,21029.0,432.0,400.0,400.0,65535.0,6097.0,480.0,384.0,464.0,6817.0,528.0,480.0,65535.
0.40063047409057617,170,17,75,480.0,3808.0,416.0,20260.0,480.0,480.0,496.0,65535.0,6017.0,496.0,512.0,2128.0,8530.0,432.0,432.0,65535.
0.46617555618286133,170,18,75,512.0,3840.0,400.0,21349.0,480.0,480.0,512.0,65535.0,4097.0,480.0,384.0,480.0,8514.0,464.0,448.0,65535.
0.5416886806488037,170,19,75,528.0,4113.0,528.0,20324.0,384.0,448.0,544.0,65535.0,4401.0,528.0,352.0,480.0,7697.0,528.0,512.0,65471.
0.5990703105926514,170,20,75,544.0,5089.0,512.0,20276.0,384.0,352.0,304.0,65535.0,5473.0,512.0,496.0,560.0,8177.0,512.0,480.0,65343.
0.6570332050323486,170,21,75,336.0,5297.0,352.0,20661.0,512.0,528.0,448.0,65535.0,5937.0,416.0,352.0,448.0,6497.0,480.0,384.0,65535.
0.7145059108734131,170,22,75,336.0,5649.0,432.0,21397.0,320.0,464.0,336.0,65199.0,6081.0,464.0,448.0,512.0,6673.0,608.0,480.0,65535.
0.7672038078308105,170,23,75,400.0,832.0,448.0,20805.0,352.0,448.0,416.0,65535.0,6385.0,352.0,480.0,480.0,6593.0,464.0,336.0,65247.
0.8285121917724609,170,24,75,352.0,2096.0,480.0,21573.0,336.0,400.0,416.0,65215.0,5953.0,464.0,432.0,480.0,7857.0,464.0,512.0,65535.
0.8938138484954834,170,25,75,464.0,384.0,384.0,20997.0,464.0,384.0,384.0,65535.0,5729.0,448.0,384.0,448.0,6961.0,528.0,480.0,65439.
0.9514908790588379,170,26,75,528.0,448.0,464.0,21141.0,352.0,528.0,448.0,65535.0,5489.0,480.0,496.0,8546.0,8145.0,512.0,528.0,65535.
1.0416624546051025,170,27,75,448.0,448.0,464.0,21445.0,352.0,384.0,528.0,65535.0,5041.0,512.0,496.0,8834.0,7041.0,352.0,480.0,65535.
1.1004645824432373,170,28,75,480.0,400.0,400.0,21221.0,448.0,352.0,432.0,65535.0,4865.0,400.0,496.0,9810.0,6961.0,336.0,368.0,65135.
1.1533193588256836,170,29,75,416.0,512.0,512.0,21669.0,512.0,496.0,496.0,65535.0,5057.0,352.0,544.0,9634.0,5841.0,416.0,448.0,65487.
1.2390966415405273,170,30,75,368.0,464.0,432.0,23013.0,480.0,336.0,464.0,65535.0,4865.0,480.0,480.0,9730.0,4625.0,400.0,480.0,65519.
1.296419382095337,170,31,75,528.0,352.0,448.0,21781.0,496.0,480.0,352.0,65535.0,4385.0,368.0,400.0,10546.0,4241.0,432.0,560.0,65279.
1.3569135665893555,170,32,75,528.0,480.0,464.0,22485.0,480.0,496.0,432.0,65535.0,4609.0,512.0,352.0,10978.0,4145.0,384.0,368.0,65487.
1.4212300777435303,170,33,75,384.0,416.0,448.0,22757.0,352.0,352.0,480.0,65535.0,5265.0,512.0,352.0,11090.0,4417.0,464.0,352.0,65535.
1.4852559566497803,170,34,75,512.0,496.0,352.0,22341.0,352.0,496.0,352.0,65503.0,5073.0,512.0,528.0,10498.0,4785.0,480.0,480.0,65535.
1.5493550300598145,170,35,75,448.0,432.0,512.0,22725.0,384.0,512.0,384.0,65535.0,4865.0,512.0,480.0,10562.0,4129.0,544.0,512.0,65535.
1.6237807273864746,170,36,75,432.0,448.0,464.0,22437.0,512.0,464.0,512.0,65535.0,5537.0,384.0,448.0,11186.0,3616.0,512.0,416.0,65375.
1.6851580142974854,170,37,75,544.0,480.0,464.0,22021.0,528.0,384.0,368.0,65535.0,4241.0,528.0,528.0,12483.0,2912.0,448.0,480.0,65375.
1.7629420757293701,170,38,75,448.0,512.0,368.0,22053.0,464.0,464.0,512.0,65535.0,5409.0,352.0,416.0,13427.0,2464.0,416.0,384.0,65535.
1.8238377571105957,170,39,75,448.0,336.0,432.0,22357.0,448.0,464.0,368.0,65535.0,5697.0,512.0,560.0,12323.0,2784.0,368.0,528.0,65535.
1.9014198780059814,170,40,75,416.0,448.0,384.0,22053.0,448.0,352.0,528.0,65535.0,5569.0,480.0,448.0,11906.0,2992.0,448.0,544.0,65391.
1.9752159118652344,170,41,75,496.0,528.0,352.0,22245.0,352.0,512.0,544.0,65535.0,5009.0,496.0,336.0,10882.0,3456.0,480.0,480.0,65375.
2.037325620651245,170,42,75,512.0,512.0,528.0,22325.0,512.0,480.0,464.0,65535.0,5025.0,384.0,448.0,10674.0,3632.0,384.0,480.0,65535.
