Rotation,LED_no,s1,s2,s3,s4,t
0,44,1888.0,1856.0,2208.0,1760.0,90
0,44,1824.0,1952.0,2112.0,1984.0,91
0,44,1792.0,1888.0,2080.0,1952.0,92
0,44,1792.0,1888.0,2016.0,2016.0,93
0,44,1792.0,1856.0,2112.0,1952.0,94
0,44,1760.0,1824.0,2048.0,2016.0,95
0,44,1760.0,1856.0,2080.0,1984.0,96
0,44,1760.0,1824.0,2080.0,1984.0,97
0,44,1760.0,1824.0,2048.0,1984.0,98
0,44,1792.0,1824.0,2048.0,1984.0,99
0,45,1920.0,2432.0,2176.0,2016.0,0
0,45,1856.0,2176.0,2080.0,1984.0,1
0,45,1824.0,2016.0,2016.0,2080.0,2
0,45,1824.0,2016.0,1952.0,2048.0,3
0,45,1792.0,1984.0,2080.0,2048.0,4
0,45,1792.0,1952.0,2080.0,1888.0,5
0,45,3328.0,4577.0,3200.0,2336.0,6
0,45,2144.0,2848.0,3104.0,2176.0,7
0,45,2176.0,2592.0,2528.0,2112.0,8
0,45,2016.0,2176.0,2336.0,1952.0,9
0,45,1984.0,2144.0,2176.0,2080.0,10
0,45,1888.0,2080.0,2080.0,2080.0,11
0,45,1824.0,2080.0,2112.0,2016.0,12
0,45,1824.0,1952.0,2112.0,2016.0,13
0,45,1824.0,1888.0,2144.0,1984.0,14
0,45,1792.0,1888.0,2080.0,2016.0,15
0,45,1792.0,1856.0,2144.0,2080.0,16
0,45,1760.0,1856.0,2048.0,2016.0,17
0,45,3072.0,4064.0,2624.0,3616.0,18
0,45,1760.0,2464.0,2272.0,1952.0,19
0,45,1952.0,2208.0,2336.0,1984.0,20
0,45,1888.0,2112.0,2144.0,2016.0,21
0,45,2048.0,2016.0,2016.0,2016.0,22
0,45,1856.0,1952.0,1984.0,2016.0,23
0,45,1856.0,1920.0,1952.0,2112.0,24
0,45,1760.0,1760.0,2080.0,1984.0,25
0,45,1760.0,1952.0,2144.0,2016.0,26
0,45,1760.0,1856.0,2016.0,2016.0,27
0,45,1760.0,1824.0,2048.0,1984.0,28
0,45,3520.0,9122.0,8065.0,7809.0,29
0,45,2848.0,3584.0,3072.0,2400.0,30
0,45,2208.0,2368.0,2656.0,2112.0,31
0,45,2080.0,2272.0,2304.0,2080.0,32
0,45,2016.0,2080.0,2144.0,1984.0,33
0,45,1888.0,2016.0,2080.0,2016.0,34
0,45,1856.0,1984.0,2016.0,1984.0,35
0,45,1856.0,1952.0,2112.0,2016.0,36
0,45,1792.0,1920.0,2112.0,2016.0,37
0,45,2080.0,1888.0,1984.0,2016.0,38
0,45,1792.0,1888.0,2080.0,1984.0,39
0,45,15779.0,10434.0,9090.0,2112.0,40
0,45,2848.0,4897.0,3360.0,2208.0,41
0,45,2368.0,2496.0,2944.0,2112.0,42
0,45,2208.0,2432.0,2400.0,2112.0,43
0,45,2080.0,1984.0,2272.0,1888.0,44
0,45,2016.0,2016.0,2080.0,2112.0,45
0,45,1888.0,1952.0,2048.0,2016.0,46
0,45,1856.0,1888.0,2144.0,1984.0,47
0,45,1824.0,1888.0,2080.0,2016.0,48
0,45,1824.0,1856.0,2048.0,2016.0,49
0,45,1792.0,1824.0,2016.0,1984.0,50
0,45,2784.0,4161.0,3840.0,4577.0,51
0,45,2592.0,2400.0,3008.0,2432.0,52
0,45,2240.0,2048.0,2624.0,2112.0,53
0,45,2112.0,2048.0,2304.0,2080.0,54
0,45,2080.0,1952.0,2272.0,2016.0,55
0,45,1952.0,2016.0,2048.0,1952.0,56
0,45,1856.0,1856.0,2048.0,2016.0,57
0,45,1856.0,1888.0,2080.0,2048.0,58
0,45,1760.0,1824.0,1952.0,2016.0,59
0,45,1792.0,1856.0,2080.0,2016.0,60
0,45,1824.0,1856.0,2016.0,2016.0,61
0,45,1824.0,1824.0,2016.0,1984.0,62
0,45,1536.0,3104.0,3904.0,608.0,63
0,45,2016.0,2656.0,2560.0,1920.0,64
0,45,2080.0,2336.0,2368.0,1984.0,65
0,45,1952.0,1984.0,2176.0,1920.0,66
0,45,1952.0,1984.0,2080.0,1920.0,67
0,45,1888.0,1984.0,2144.0,1984.0,68
0,45,1824.0,1920.0,2112.0,1952.0,69
0,45,1824.0,1888.0,2080.0,1952.0,70
0,45,1824.0,1888.0,2080.0,1984.0,71
0,45,1792.0,1824.0,2048.0,1984.0,72
0,45,1792.0,1824.0,2016.0,2016.0,73
0,45,1536.0,0.0,1888.0,3872.0,74
0,45,2464.0,2656.0,2880.0,2464.0,75
0,45,2144.0,2336.0,2592.0,2112.0,76
0,45,2048.0,2144.0,2336.0,2016.0,77
0,45,2016.0,1984.0,2144.0,1952.0,78
0,45,1952.0,2048.0,2016.0,2016.0,79
0,45,1856.0,1920.0,2016.0,1984.0,80
0,45,1856.0,1888.0,2112.0,2016.0,81
0,45,1824.0,1888.0,2080.0,1984.0,82
0,45,1792.0,1888.0,2048.0,2016.0,83
0,45,1792.0,1856.0,2048.0,2016.0,84
0,45,2016.0,0.0,4449.0,8418.0,85
0,45,1856.0,2368.0,2144.0,2080.0,86
0,45,1856.0,1984.0,2144.0,1856.0,87
0,45,1888.0,1984.0,2112.0,1824.0,88
0,45,1792.0,1888.0,2048.0,1856.0,89
0,45,1856.0,1888.0,2048.0,1952.0,90
0,45,1792.0,1824.0,2016.0,1888.0,91
0,45,1760.0,1856.0,2016.0,1952.0,92
0,45,1792.0,1824.0,2016.0,1984.0,93
0,45,1792.0,1856.0,2016.0,1984.0,94
0,45,1760.0,1824.0,2016.0,1984.0,95
0,45,1760.0,1824.0,2016.0,1984.0,96
0,45,1760.0,2176.0,8322.0,8386.0,97
0,45,2880.0,4161.0,2848.0,3808.0,98
0,45,2400.0,2720.0,2816.0,2144.0,99
0,46,1824.0,1824.0,2048.0,2048.0,0
0,46,2400.0,3040.0,2848.0,2208.0,1
0,46,2176.0,2752.0,2432.0,2080.0,2
0,46,2144.0,2304.0,2304.0,2048.0,3
0,46,2048.0,2272.0,2144.0,1984.0,4
0,46,1952.0,2112.0,2176.0,2048.0,5
0,46,1888.0,2016.0,1952.0,2016.0,6
0,46,1856.0,1952.0,2112.0,1696.0,7
0,46,1792.0,1888.0,2048.0,1984.0,8
0,46,5217.0,7489.0,3392.0,0.0,9
0,46,2400.0,3232.0,3008.0,2816.0,10
0,46,2048.0,2560.0,2816.0,2240.0,11
0,46,2112.0,2400.0,2432.0,2080.0,12
0,46,2016.0,2080.0,2336.0,1920.0,13
0,46,1984.0,2080.0,2112.0,2112.0,14
0,46,1888.0,1984.0,2080.0,2080.0,15
0,46,1856.0,1952.0,2112.0,2080.0,16
0,46,1824.0,1888.0,2112.0,2016.0,17
0,46,1792.0,1888.0,2080.0,2016.0,18
0,46,1792.0,1888.0,2016.0,1984.0,19
0,46,4641.0,832.0,4833.0,0.0,20
0,46,2240.0,2144.0,2464.0,2592.0,21
0,46,1920.0,2016.0,2400.0,2240.0,22
0,46,1856.0,1920.0,2048.0,1952.0,23
0,46,1824.0,1888.0,2112.0,2080.0,24
0,46,1792.0,1920.0,2112.0,2016.0,25
0,46,1792.0,1856.0,2080.0,2016.0,26
0,46,1792.0,1824.0,2016.0,2048.0,27
0,46,1760.0,1856.0,1888.0,1984.0,28
0,46,1792.0,1824.0,2016.0,2016.0,29
0,46,1760.0,1824.0,2048.0,1952.0,30
0,46,2464.0,3584.0,2720.0,3360.0,31
0,46,2144.0,2368.0,3040.0,2560.0,32
0,46,2080.0,2272.0,2592.0,2496.0,33
0,46,2016.0,2112.0,2304.0,2176.0,34
0,46,1952.0,2176.0,2112.0,2080.0,35
0,46,1888.0,1984.0,2080.0,2016.0,36
0,46,1856.0,1952.0,2016.0,2112.0,37
0,46,1824.0,1888.0,2112.0,2080.0,38
0,46,1792.0,1888.0,2080.0,2048.0,39
0,46,1792.0,1856.0,2080.0,2080.0,40
0,46,1824.0,1856.0,2048.0,2048.0,41
0,46,3776.0,8129.0,0.0,768.0,42
0,46,2656.0,2528.0,1952.0,4449.0,43
0,46,2144.0,1952.0,2528.0,2752.0,44
0,46,2176.0,2048.0,2144.0,2560.0,45
0,46,2016.0,1952.0,2048.0,2304.0,46
0,46,1888.0,1984.0,1984.0,2112.0,47
0,46,1824.0,1920.0,2112.0,1984.0,48
0,46,1856.0,1856.0,2144.0,1984.0,49
0,46,1824.0,1888.0,2048.0,1856.0,50
0,46,1824.0,1920.0,2080.0,2080.0,51
0,46,1920.0,1856.0,2048.0,2112.0,52
0,46,1760.0,1824.0,2016.0,2016.0,53
0,46,5665.0,2368.0,4705.0,3616.0,54
0,46,2272.0,2528.0,2848.0,3616.0,55
0,46,2112.0,2304.0,2592.0,2880.0,56
0,46,1888.0,1952.0,2080.0,2144.0,57
0,46,1824.0,1920.0,2016.0,2048.0,58
0,46,1824.0,1888.0,1984.0,2144.0,59
0,46,1792.0,1856.0,2080.0,1984.0,60
0,46,1792.0,1856.0,2048.0,2080.0,61
0,46,1760.0,1856.0,2016.0,2080.0,62
0,46,2944.0,3968.0,768.0,5825.0,63
0,46,2336.0,2368.0,3008.0,3072.0,64
0,46,2144.0,2208.0,2688.0,2688.0,65
0,46,2112.0,2016.0,2528.0,2304.0,66
0,46,1984.0,1984.0,2208.0,2208.0,67
0,46,1888.0,1952.0,2112.0,2080.0,68
0,46,1856.0,1920.0,2016.0,2048.0,69
0,46,1824.0,1856.0,2144.0,1952.0,70
0,46,1792.0,1856.0,2112.0,2080.0,71
0,46,1792.0,1824.0,2016.0,2048.0,72
0,46,0.0,9826.0,0.0,0.0,73
0,46,3520.0,3392.0,3392.0,3712.0,74
0,46,2368.0,1952.0,3200.0,2752.0,75
0,46,2080.0,2016.0,2624.0,2656.0,76
0,46,2080.0,2048.0,2368.0,2272.0,77
0,46,2080.0,2016.0,2144.0,2208.0,78
0,46,1920.0,1952.0,2112.0,2048.0,79
0,46,1856.0,1888.0,2048.0,1984.0,80
0,46,1824.0,1888.0,1984.0,2144.0,81
0,46,1824.0,1856.0,2112.0,2080.0,82
0,46,1792.0,1856.0,2080.0,2048.0,83
0,46,1728.0,1792.0,2080.0,2048.0,84
0,46,1536.0,3008.0,3200.0,4737.0,85
0,46,1984.0,2080.0,3136.0,3360.0,86
0,46,2208.0,1984.0,2688.0,2784.0,87
0,46,2016.0,1888.0,2336.0,2464.0,88
0,46,1920.0,1888.0,2208.0,2272.0,89
0,46,1856.0,1888.0,2144.0,2144.0,90
0,46,1760.0,1856.0,2112.0,2080.0,91
0,46,1792.0,1856.0,2048.0,2080.0,92
0,46,2592.0,9474.0,0.0,4193.0,93
0,46,4897.0,3456.0,3456.0,4641.0,94
0,46,2880.0,2240.0,3232.0,4000.0,95
0,46,2400.0,2112.0,2496.0,3296.0,96
0,46,2112.0,1984.0,2208.0,2752.0,97
0,46,2080.0,2016.0,2112.0,2496.0,98
0,46,1952.0,2016.0,2112.0,2304.0,99
0,47,2464.0,2240.0,3008.0,3584.0,0
0,47,2080.0,1984.0,2528.0,2880.0,1
0,47,2080.0,2048.0,2272.0,2624.0,2
0,47,1984.0,2048.0,2208.0,2336.0,3
0,47,1888.0,1952.0,2144.0,2464.0,4
0,47,1792.0,1888.0,2080.0,2080.0,5
0,47,1792.0,1888.0,2176.0,2016.0,6
0,47,1792.0,1856.0,2080.0,1920.0,7
0,47,1792.0,1824.0,2080.0,2112.0,8
0,47,2752.0,5121.0,384.0,5729.0,9
0,47,1888.0,1856.0,2336.0,3168.0,10
0,47,1888.0,1568.0,2272.0,2336.0,11
0,47,1920.0,2048.0,2016.0,2464.0,12
0,47,1824.0,1728.0,2080.0,2080.0,13
0,47,1824.0,1888.0,2112.0,2144.0,14
0,47,1760.0,1728.0,2144.0,1952.0,15
0,47,1824.0,1856.0,2048.0,1984.0,16
0,47,1760.0,1824.0,2080.0,2080.0,17
0,47,1760.0,1824.0,2048.0,2080.0,18
0,47,1760.0,1856.0,2048.0,2048.0,19
0,47,2272.0,0.0,544.0,9890.0,20
0,47,2720.0,1632.0,3808.0,5313.0,21
0,47,2336.0,1920.0,3264.0,3904.0,22
0,47,2144.0,2080.0,2624.0,3360.0,23
0,47,2016.0,1984.0,2688.0,2624.0,24
0,47,1856.0,1824.0,2016.0,2208.0,25
0,47,1824.0,1856.0,2016.0,2016.0,26
0,47,1824.0,1792.0,1952.0,2144.0,27
0,47,1760.0,1856.0,2080.0,1952.0,28
0,47,1792.0,1824.0,2080.0,2048.0,29
0,47,1760.0,1824.0,2080.0,2048.0,30
0,47,192.0,0.0,2208.0,5185.0,31
0,47,2496.0,1792.0,3296.0,4000.0,32
0,47,2112.0,1888.0,3104.0,3424.0,33
0,47,1984.0,1984.0,2592.0,2976.0,34
0,47,1952.0,1760.0,2496.0,2464.0,35
0,47,1888.0,1824.0,2240.0,2272.0,36
0,47,1824.0,1824.0,2112.0,2080.0,37
0,47,1728.0,1824.0,2080.0,2080.0,38
0,47,1792.0,1824.0,1984.0,2016.0,39
0,47,1760.0,1792.0,2016.0,2080.0,40
0,47,1760.0,1856.0,2080.0,1984.0,41
0,47,0.0,3008.0,1216.0,4609.0,42
0,47,2112.0,1856.0,3104.0,3552.0,43
0,47,2144.0,1952.0,2880.0,2944.0,44
0,47,2016.0,1856.0,2592.0,2592.0,45
0,47,1952.0,1760.0,2400.0,2304.0,46
0,47,1856.0,1824.0,2208.0,2176.0,47
0,47,1856.0,1824.0,2112.0,2080.0,48
0,47,1824.0,1824.0,2048.0,1984.0,49
0,47,1792.0,1856.0,2144.0,1952.0,50
0,47,1792.0,1824.0,2080.0,2080.0,51
0,47,1760.0,1824.0,2080.0,2048.0,52
0,47,3232.0,0.0,0.0,3936.0,53
0,47,2080.0,1888.0,2592.0,3552.0,54
0,47,2048.0,1600.0,2624.0,2720.0,55
0,47,1952.0,1888.0,2272.0,2592.0,56
0,47,1888.0,1824.0,2208.0,2240.0,57
0,47,1888.0,1856.0,2208.0,2176.0,58
0,47,1792.0,1824.0,2112.0,1952.0,59
0,47,1760.0,1824.0,2080.0,2080.0,60
0,47,1760.0,1856.0,2016.0,2048.0,61
0,47,4193.0,0.0,4417.0,4032.0,62
0,47,2048.0,1920.0,2592.0,3392.0,63
0,47,1984.0,1888.0,2624.0,2912.0,64
0,47,1952.0,1760.0,2432.0,2560.0,65
0,47,1600.0,1792.0,2176.0,2272.0,66
0,47,1824.0,1824.0,2080.0,2176.0,67
0,47,1824.0,1824.0,2048.0,2048.0,68
0,47,1792.0,1824.0,1984.0,2144.0,69
0,47,1760.0,1824.0,2080.0,1952.0,70
0,47,1792.0,1824.0,2080.0,2080.0,71
0,47,1760.0,1824.0,2080.0,2016.0,72
0,47,160.0,1984.0,2336.0,5569.0,73
0,47,2080.0,1728.0,2336.0,3040.0,74
0,47,1952.0,1888.0,2496.0,2720.0,75
0,47,1984.0,1952.0,2272.0,2496.0,76
0,47,1856.0,1856.0,2240.0,2272.0,77
0,47,1856.0,1824.0,2080.0,2144.0,78
0,47,1824.0,1824.0,2016.0,2016.0,79
0,47,1792.0,1792.0,1984.0,2080.0,80
0,47,1760.0,1824.0,2080.0,1952.0,81
0,47,1760.0,1824.0,2112.0,2048.0,82
0,47,2336.0,2208.0,2912.0,4193.0,83
0,47,2048.0,2112.0,2912.0,3392.0,84
0,47,2080.0,1888.0,2656.0,2784.0,85
0,47,1952.0,1760.0,2400.0,2464.0,86
0,47,1888.0,1824.0,2144.0,2272.0,87
0,47,1856.0,1792.0,2112.0,2112.0,88
0,47,1824.0,1824.0,2016.0,2048.0,89
0,47,1728.0,1760.0,2048.0,1952.0,90
0,47,1760.0,1824.0,2112.0,2112.0,91
0,47,1792.0,1824.0,1984.0,2048.0,92
0,47,1888.0,1600.0,2208.0,2112.0,93
0,47,1888.0,1792.0,2272.0,2048.0,94
0,47,1888.0,1728.0,2144.0,2016.0,95
0,47,1888.0,1888.0,2016.0,2048.0,96
0,47,1824.0,1760.0,2016.0,2080.0,97
0,47,1760.0,1792.0,2144.0,2048.0,98
0,47,1760.0,1824.0,2080.0,1920.0,99
0,48,1952.0,1792.0,2208.0,2304.0,0
0,48,1856.0,1760.0,2080.0,2016.0,1
0,48,1856.0,1824.0,2080.0,2016.0,2
0,48,1824.0,1824.0,2112.0,1984.0,3
0,48,1760.0,1824.0,2080.0,2080.0,4
0,48,1760.0,1824.0,1952.0,2016.0,5
0,48,3040.0,2848.0,3456.0,4129.0,6
0,48,2080.0,1952.0,2752.0,3328.0,7
0,48,2112.0,1888.0,2624.0,2816.0,8
0,48,2048.0,1824.0,2432.0,2464.0,9
0,48,1952.0,1760.0,2208.0,2208.0,10
0,48,1792.0,1824.0,2048.0,2144.0,11
0,48,1824.0,1824.0,2048.0,2016.0,12
0,48,1824.0,1792.0,1984.0,2176.0,13
0,48,1824.0,1824.0,2080.0,1952.0,14
0,48,1760.0,1824.0,2080.0,2080.0,15
0,48,0.0,4097.0,0.0,0.0,16
0,48,2144.0,2016.0,2336.0,2400.0,17
0,48,1888.0,1696.0,2528.0,2016.0,18
0,48,1920.0,1856.0,2368.0,1920.0,19
0,48,1856.0,1760.0,2240.0,2016.0,20
0,48,1856.0,1888.0,2080.0,1952.0,21
0,48,1792.0,1792.0,2112.0,1952.0,22
0,48,1824.0,1856.0,2112.0,2048.0,23
0,48,1760.0,1824.0,2112.0,2016.0,24
0,48,1760.0,1888.0,2048.0,1984.0,25
0,48,1792.0,1824.0,2112.0,1984.0,26
0,48,2048.0,2016.0,2912.0,2592.0,27
0,48,2144.0,1984.0,2464.0,2176.0,28
0,48,2016.0,1760.0,2336.0,1984.0,29
0,48,1952.0,1728.0,2112.0,1952.0,30
0,48,1856.0,1824.0,2048.0,2112.0,31
0,48,1888.0,1824.0,2048.0,2048.0,32
0,48,1792.0,1824.0,2112.0,2048.0,33
0,48,1792.0,1824.0,2080.0,2016.0,34
0,48,1792.0,1856.0,2080.0,2016.0,35
0,48,4673.0,0.0,7169.0,1632.0,36
0,48,2048.0,1760.0,2400.0,2400.0,37
0,48,2144.0,1760.0,2432.0,2080.0,38
0,48,2048.0,1888.0,2240.0,2080.0,39
0,48,1952.0,1952.0,2144.0,1984.0,40
0,48,1888.0,1760.0,2080.0,1920.0,41
0,48,1824.0,1856.0,2144.0,2080.0,42
0,48,1920.0,1856.0,2080.0,2048.0,43
0,48,1792.0,1824.0,2080.0,2016.0,44
0,48,1792.0,1824.0,2048.0,2048.0,45
0,48,1760.0,1824.0,2016.0,2016.0,46
0,48,2336.0,2208.0,2624.0,2400.0,47
0,48,2208.0,2112.0,2976.0,2144.0,48
0,48,2112.0,1792.0,2528.0,1984.0,49
0,48,1952.0,1696.0,2336.0,2048.0,50
0,48,1984.0,1856.0,2112.0,2112.0,51
0,48,1856.0,1920.0,2080.0,2016.0,52
0,48,1824.0,1824.0,2016.0,2016.0,53
0,48,1792.0,1824.0,2112.0,2016.0,54
0,48,1792.0,1824.0,2080.0,2016.0,55
0,48,1792.0,1824.0,2080.0,1984.0,56
0,48,1856.0,640.0,3104.0,4193.0,57
0,48,2144.0,1888.0,2336.0,2496.0,58
0,48,2112.0,1856.0,2560.0,2144.0,59
0,48,1984.0,1856.0,2400.0,2080.0,60
0,48,1856.0,1760.0,2080.0,2016.0,61
0,48,1824.0,1824.0,2112.0,2048.0,62
0,48,1760.0,1824.0,2144.0,1888.0,63
0,48,1792.0,1728.0,2048.0,2016.0,64
0,48,1792.0,1824.0,2080.0,2016.0,65
0,48,1984.0,2144.0,1984.0,2496.0,66
0,48,1888.0,1856.0,1920.0,1824.0,67
0,48,1792.0,1920.0,2016.0,1984.0,68
0,48,1792.0,1888.0,2144.0,1984.0,69
0,48,1792.0,1792.0,2016.0,1920.0,70
0,48,1824.0,1760.0,2016.0,1952.0,71
0,48,1792.0,1824.0,2080.0,1984.0,72
0,48,1856.0,1760.0,2080.0,1984.0,73
0,48,1792.0,1824.0,2048.0,1984.0,74
0,48,1728.0,1792.0,2080.0,1984.0,75
0,48,1760.0,1824.0,2080.0,1984.0,76
0,48,1728.0,1824.0,2016.0,1984.0,77
0,48,3136.0,1024.0,4545.0,352.0,78
0,48,2112.0,2016.0,2336.0,2240.0,79
0,48,1824.0,1696.0,2400.0,2016.0,80
0,48,1824.0,1824.0,2176.0,1984.0,81
0,48,1792.0,1728.0,2080.0,1984.0,82
0,48,1824.0,1888.0,2080.0,2048.0,83
0,48,1760.0,1824.0,2016.0,2048.0,84
0,48,1760.0,1824.0,2112.0,2016.0,85
0,48,1760.0,1792.0,2080.0,2016.0,86
0,48,1760.0,1824.0,2048.0,2016.0,87
0,48,1760.0,1856.0,2016.0,1984.0,88
0,48,4000.0,0.0,0.0,0.0,89
0,48,2016.0,2016.0,2560.0,2048.0,90
0,48,2016.0,1792.0,2560.0,1952.0,91
0,48,1856.0,1760.0,2272.0,1952.0,92
0,48,1824.0,1696.0,2272.0,1888.0,93
0,48,1856.0,1888.0,2016.0,2016.0,94
0,48,1792.0,1824.0,1984.0,1984.0,95
0,48,1760.0,1856.0,2112.0,1984.0,96
0,48,1792.0,1856.0,2080.0,1984.0,97
0,48,1792.0,2080.0,2080.0,1984.0,98
0,48,1760.0,1856.0,2048.0,0.0,99
0,49,1824.0,1760.0,1984.0,2080.0,0
0,49,1792.0,1824.0,2112.0,2016.0,1
0,49,1760.0,1824.0,2080.0,1888.0,2
0,49,1792.0,1824.0,2080.0,2016.0,3
0,49,3616.0,2592.0,3072.0,5409.0,4
0,49,3296.0,2464.0,4161.0,4161.0,5
0,49,2464.0,1824.0,3040.0,3328.0,6
0,49,2144.0,1824.0,2592.0,2784.0,7
0,49,2112.0,1856.0,2368.0,2496.0,8
0,49,1984.0,1856.0,2208.0,2304.0,9
0,49,1888.0,1888.0,2112.0,2112.0,10
0,49,1856.0,1824.0,2080.0,2048.0,11
0,49,1824.0,1824.0,2112.0,2016.0,12
0,49,1760.0,1824.0,1984.0,2080.0,13
0,49,1760.0,1824.0,2080.0,2080.0,14
0,49,3488.0,2752.0,2400.0,2528.0,15
0,49,2592.0,2112.0,2976.0,2528.0,16
0,49,2208.0,2080.0,2560.0,2336.0,17
0,49,2112.0,1888.0,2400.0,2080.0,18
0,49,2080.0,1888.0,2240.0,2016.0,19
0,49,1920.0,1824.0,2112.0,2112.0,20
0,49,1888.0,1888.0,2016.0,2112.0,21
0,49,1856.0,1824.0,1984.0,2016.0,22
0,49,1792.0,1792.0,2080.0,2016.0,23
0,49,1824.0,1824.0,2080.0,1888.0,24
0,49,1824.0,1824.0,2080.0,2016.0,25
0,49,2432.0,4225.0,1824.0,3040.0,26
0,49,2784.0,2208.0,3040.0,2880.0,27
0,49,2176.0,1952.0,2176.0,2272.0,28
0,49,2048.0,1920.0,2080.0,2048.0,29
0,49,1920.0,1824.0,2048.0,2112.0,30
0,49,1888.0,1824.0,2112.0,2080.0,31
0,49,1824.0,1824.0,2080.0,2048.0,32
0,49,1792.0,1824.0,2080.0,2016.0,33
0,49,1760.0,1920.0,2080.0,2048.0,34
0,49,1760.0,1856.0,0.0,1216.0,35
0,49,2912.0,2176.0,2912.0,3872.0,36
0,49,2912.0,1568.0,3168.0,3008.0,37
0,49,2592.0,1792.0,2592.0,2784.0,38
0,49,2176.0,1760.0,2368.0,2336.0,39
0,49,2176.0,1888.0,2144.0,2336.0,40
0,49,2016.0,1824.0,2144.0,2080.0,41
0,49,1920.0,1824.0,2016.0,2048.0,42
0,49,1888.0,1792.0,2144.0,1952.0,43
0,49,1760.0,1824.0,2112.0,1952.0,44
0,49,1824.0,1824.0,2080.0,2080.0,45
0,49,4385.0,3808.0,6657.0,5057.0,46
0,49,2656.0,1792.0,2016.0,3040.0,47
0,49,2368.0,1568.0,2400.0,2272.0,48
0,49,2176.0,1856.0,2080.0,2272.0,49
0,49,2080.0,1824.0,2112.0,2080.0,50
0,49,1984.0,1888.0,2016.0,2016.0,51
0,49,1920.0,1824.0,2016.0,2112.0,52
0,49,1888.0,1824.0,2080.0,2080.0,53
0,49,1760.0,1824.0,2048.0,2080.0,54
0,49,1792.0,1792.0,2048.0,2016.0,55
0,49,1792.0,1824.0,2048.0,2016.0,56
0,49,1824.0,1824.0,2048.0,2048.0,57
0,49,2816.0,2560.0,2144.0,2656.0,58
0,49,2336.0,1760.0,2272.0,2016.0,59
0,49,2112.0,1984.0,2208.0,2048.0,60
0,49,2080.0,1728.0,2112.0,1952.0,61
0,49,2016.0,1824.0,2016.0,2048.0,62
0,49,1856.0,1856.0,2112.0,2016.0,63
0,49,1856.0,1824.0,2112.0,1984.0,64
0,49,1824.0,1824.0,2048.0,2016.0,65
0,49,1824.0,1824.0,2048.0,1952.0,66
0,49,1760.0,1856.0,2048.0,2016.0,67
0,49,0.0,0.0,0.0,5665.0,68
0,49,2112.0,2016.0,2048.0,2240.0,69
0,49,2112.0,1728.0,2272.0,2016.0,70
0,49,2016.0,1856.0,2016.0,2112.0,71
0,49,1792.0,1888.0,2016.0,1984.0,72
0,49,1856.0,1888.0,1984.0,2016.0,73
0,49,1856.0,1824.0,1984.0,2016.0,74
0,49,1888.0,1856.0,2080.0,2016.0,75
0,49,1792.0,1824.0,2016.0,1984.0,76
0,49,1792.0,1792.0,2048.0,2016.0,77
0,49,1792.0,1824.0,2048.0,1984.0,78
0,49,1920.0,1824.0,1440.0,1056.0,79
0,49,2048.0,1824.0,1952.0,1920.0,80
0,49,2016.0,1824.0,2048.0,1824.0,81
0,49,1952.0,1824.0,2016.0,2080.0,82
0,49,1856.0,1792.0,2112.0,1952.0,83
0,49,1856.0,1824.0,2080.0,1984.0,84
0,49,1824.0,1824.0,2048.0,1952.0,85
0,49,1792.0,1824.0,2048.0,1856.0,86
0,49,1792.0,1824.0,2016.0,2016.0,87
0,49,1760.0,1792.0,2016.0,1984.0,88
0,49,1760.0,1856.0,1984.0,1984.0,89
0,49,1760.0,1792.0,2016.0,2016.0,90
0,49,2784.0,1984.0,2400.0,2464.0,91
0,49,2400.0,1952.0,2272.0,1952.0,92
0,49,2112.0,1824.0,2304.0,1952.0,93
0,49,1984.0,1856.0,2144.0,1952.0,94
0,49,2016.0,1824.0,2048.0,1952.0,95
0,49,1888.0,1760.0,2112.0,1952.0,96
0,49,1728.0,1792.0,2080.0,1664.0,97
0,49,1824.0,1824.0,2048.0,2016.0,98
0,49,1792.0,1824.0,2048.0,2016.0,99
0,50,1760.0,1760.0,1984.0,1984.0,0
0,50,1504.0,1792.0,1952.0,1952.0,1
0,50,1792.0,1824.0,2016.0,2016.0,2
0,50,1792.0,1824.0,2016.0,1984.0,3
0,50,1760.0,1824.0,2016.0,2016.0,4
0,50,6241.0,2976.0,3584.0,0.0,5
0,50,3040.0,1728.0,2144.0,1120.0,6
0,50,2560.0,1888.0,2496.0,1440.0,7
0,50,2304.0,1920.0,2240.0,1600.0,8
0,50,2080.0,1888.0,2144.0,1760.0,9
0,50,2080.0,1824.0,2080.0,1824.0,10
0,50,1952.0,1856.0,1984.0,1856.0,11
0,50,1888.0,1824.0,2112.0,1920.0,12
0,50,1856.0,1824.0,2080.0,2016.0,13
0,50,1856.0,1824.0,2208.0,1952.0,14
0,50,1792.0,1824.0,2144.0,1984.0,15
0,50,4064.0,3104.0,1536.0,1760.0,16
0,50,3328.0,2144.0,2368.0,1312.0,17
0,50,2656.0,2016.0,2368.0,1504.0,18
0,50,2368.0,1920.0,2016.0,1568.0,19
0,50,2144.0,1888.0,2208.0,1792.0,20
0,50,1952.0,1888.0,1984.0,1856.0,21
0,50,1984.0,1856.0,2112.0,1984.0,22
0,50,1888.0,1856.0,2080.0,1952.0,23
0,50,1856.0,1824.0,2080.0,1984.0,24
0,50,1824.0,1824.0,2016.0,2208.0,25
0,50,1792.0,1696.0,2080.0,1984.0,26
0,50,2880.0,2112.0,1504.0,1984.0,27
0,50,2176.0,1664.0,2080.0,1760.0,28
