time_step,x,y,z,s1,s2,s3,s4,s5,s6
0,9.38527,3.19386,-0.0191536,39.3676,-3.50763,32.4155,-63.6005,-1.45637,-3.59597
0,10.8433,-0.0742202,-0.0383072,14.7196,-1.77879,4.43074,55.5113,-1.58007,-1.38514
0,11.0325,8.63588,-0.533907,-6.38914,-1.48181,-2.94929,68.6397,-1.45701,0.795198
0,9.47864,11.5472,4.24492,-12.39,0.658987,-10.8484,8.08781,-1.91298,0.219909
1,13.623,-19.6133,12.9263,83.4411,-3.33963,-3.28201,-205.379,4.71471,1.83488
1,11.2863,-8.70292,2.26252,8.04626,2.88674,-8.69715,23.0833,0.0108988,-1.82547
1,9.96945,-0.0550666,-0.744596,-36.2945,-3.636,-3.45961,66.6823,2.6784,-1.74449
1,9.35175,-2.25294,-2.09014,-18.8281,1.47901,1.78977,-44.6094,-4.20701,-0.0960971
1,10.4244,-3.54102,-1.87227,-9.01729,1.62297,-1.38696,-10.3822,-0.282978,-1.72121
1,10.817,-2.70784,0.0454898,-6.97731,0.876099,-0.65297,-2.28317,0.626196,0.978735
1,9.70848,-0.80924,3.85227,-1.37398,0.738968,-2.05996,-3.516,-0.459521,-5.11643
1,10.2783,-2.49715,0.481234,-0.489204,0.389966,-0.330772,-19.161,-2.64135,-1.03789
1,10.2113,-3.7996,-2.14042,-3.40555,2.54078,1.03659,12.0097,1.36829,3.33885
1,10.1394,-3.11007,-1.47243,-1.42084,0.318863,3.49581,12.8362,1.21249,-2.33769
1,10.0844,-3.30639,-0.220267,1.90369,0.677694,-3.70615,-4.99343,0.642903,-2.6407
1,9.93354,-1.6113,0.40462,1.7716,2.7262,2.01628,12.6081,0.319412,-0.593318
1,10.0796,-2.08535,0.802057,-0.194019,1.01851,-0.63992,-14.3694,-1.88789,1.81713
1,10.0532,-3.35188,-0.629675,-0.493063,-0.667096,-1.90007,-5.77991,3.21094,1.98731
1,9.96706,-2.65756,-1.13725,-3.15742,2.14577,-0.541022,0.0173326,-0.0272002,-0.0651036
1,10.1849,-2.86107,0.316035,-1.80956,0.136367,1.5124,5.72254,2.72262,2.7546
2,10.307,-2.81797,-0.215478,2.5025,-1.15314,2.87385,-14.7249,-0.694883,0.160536
2,10.1347,-2.77727,-0.88346,-2.18395,-3.85722,-3.55506,-2.87438,-0.523098,0.27404
2,9.83538,-2.90895,-0.723049,-2.58666,1.22646,-1.65587,1.93423,0.0296424,0.987063
2,9.91199,-2.85868,0.112527,-0.568742,0.57905,-1.40843,-3.90658,0.0402667,-2.31959
2,10.3046,-2.7246,0.100556,1.5266,-0.323037,-1.34867,1.66647,2.90205,4.67351
2,10.1131,-3.05261,-0.294487,-0.831892,-2.7905,-1.62732,7.80606,3.1214,0.840128
2,10.07,-3.881,-0.131681,3.46778,-2.20904,1.39083,-2.06918,1.75444,2.62837
2,9.88565,-3.38779,-1.07978,-2.5024,-1.76299,-1.39675,2.7036,0.577516,-0.485392
2,9.61511,-3.1388,-0.88346,4.15568,1.35008,-1.17385,2.03377,-4.89761,-5.01983
2,9.47625,-3.07415,-0.790086,0.245455,2.30079,-2.66404,-1.58925,-1.72848,1.6603
2,9.35414,-3.31357,-1.18034,1.7015,0.742127,-0.0533752,-4.79867,-0.786533,1.78915
2,9.43794,-2.94487,-1.31202,-3.34396,-1.41343,-1.05107,1.83727,-0.0775647,-1.91551
2,9.58878,-3.38301,-0.940921,-2.08653,-1.15492,1.13513,-1.83316,5.4473,1.0853
2,9.69651,-3.09091,-1.36948,1.81728,-1.74512,2.14473,5.45093,-6.61474,-1.56126
2,9.46188,-2.72221,-0.919373,1.14604,4.19395,2.63388,4.22158,-0.131179,3.89941
2,9.48822,-2.67193,-0.83797,-1.69064,0.234267,-3.72213,1.07055,-0.921973,-4.79749
3,9.51695,-2.87543,-0.653617,-1.33352,-0.0490819,2.27541,2.55155,-2.87616,-1.8169
3,9.90481,-2.46842,-0.751779,0.136329,0.263596,0.648687,4.61507,0.64769,4.01056
3,9.92157,-2.43251,-0.902614,0.742676,-1.28495,0.578286,-4.86619,-1.77271,-1.30895
3,9.80186,-3.17471,-0.811634,-0.712861,0.380702,0.3068,-2.4211,-2.79913,1.94394
3,9.76355,-2.71024,-0.976834,1.29619,-2.30012,0.454848,5.40555,-1.91972,-3.96999
3,9.68215,-3.02627,-0.684741,1.08562,0.924337,0.855074,2.4788,4.16521,2.76688
3,10.1562,-2.72939,-0.529118,4.5901,3.28715,0.173484,6.49854,0.830073,0.944664
3,9.9503,-2.66953,-0.500388,-2.23842,1.03059,-2.51469,2.59423,-3.71984,1.56349
3,10.0389,-2.72221,-0.181959,-0.665501,0.150379,0.204238,8.11568,0.613883,-1.41004
3,10.0125,-2.49236,-0.565031,3.73031,0.646571,-3.78825,-4.20573,-0.919895,-1.49157
3,10.2903,-2.19788,-0.694318,-0.615059,2.71559,2.64661,17.9676,-0.863015,-0.802931
3,10.1131,-2.57616,-0.531512,1.22115,-3.30627,2.60929,0.670656,3.86001,-1.30713
3,10.2041,-2.5187,-0.294487,-1.84221,3.7226,2.30388,16.3438,2.88167,-1.32752
3,10.1059,-2.72699,-0.354342,-2.25993,-1.71269,-1.05402,4.74106,-0.774058,2.16768
3,9.93114,-2.5594,-0.950498,-0.394321,1.11768,-0.482535,0.733012,-2.01604,4.8006
3,9.83298,-2.09014,-0.430956,2.44856,-2.15622,0.0690132,-9.8639,-3.48236,1.01835
4,9.98621,-2.70784,-0.505176,0.904753,-0.464701,1.50131,12.1314,3.22434,-1.59386
4,9.96706,-3.05739,-0.414197,5.03918,0.963166,0.0325154,3.90003,-4.03871,-1.57415
4,9.92875,-2.81797,-0.56982,0.0748239,-3.74086,-1.18496,-2.82337,3.27535,-4.02511
4,10.0868,-2.41814,-0.742202,-1.01404,3.24543,-0.386303,4.92964,0.407415,0.614847
4,10.3406,-2.80361,-0.0215478,0.546165,0.0745094,3.8458,-5.94428,0.0918517,0.53412
4,10.2304,-2.96881,-0.395043,0.361494,-0.4023,-2.90761,-20.8731,1.77771,2.02508
4,10.24,-2.96642,-0.708683,0.185585,0.900978,1.32639,4.01015,-2.68818,2.28859
4,10.137,-2.87304,-0.751779,-0.743509,1.14511,-0.240061,12.4912,-0.197538,-1.33953
4,10.2208,-3.05979,-0.351948,0.698178,-1.95317,-3.07773,7.05364,-0.298426,2.60695
4,9.85453,-3.00472,-0.294487,0.43774,-0.34814,-0.939293,-3.51572,-0.164374,-1.0065
4,10.0868,-2.81079,-0.780509,-2.9593,1.02181,3.60854,-5.61898,3.33062,-1.83633
4,9.98861,-2.4756,-0.931344,1.9795,-0.227201,-5.67042,16.6096,-0.940991,2.39211
4,9.96227,-3.055,0.047884,1.88341,-0.479242,-0.337589,-3.30903,3.92974,0.633212
4,10.0604,-2.83952,-0.296881,-1.03971,0.869663,1.19187,-12.7317,2.09035,-1.48063
4,10.1873,-2.85149,-0.624887,-3.56609,-2.35446,-1.56903,7.99671,-1.2361,-0.0514888
4,10.0437,-2.63841,-0.110133,-0.0496804,0.871261,1.0102,17.6987,-0.204322,-1.10217
