time_step,x,y,z,s1,s2,s3,s4,s5,s6
0,9.73482,-3.12922,-0.0766144,60.48,47.52,56.16,155.52,51.84,37.44
0,13.5823,-11.0708,-2.24337,43.3872,4.3776,-2.592,-8.81279,3.23999,1.3824
0,12.4163,-0.112527,-1.71425,-1.5506,-1.29902,-11.7128,105.995,-1.54455,2.26109
0,9.25359,5.9041,3.06697,-21.0863,1.32871,-7.88873,1.48651,-0.736325,2.38807
0,6.05972,2.48518,0.952892,-18.5265,2.26795,-3.75653,-75.5241,6.53865,-5.91463
1,8.93516,3.28963,1.86029,-6.93545,-1.85359,-0.923695,-99.6119,2.68729,1.0146
1,7.83622,3.04064,-1.0319,-1.76555,-2.0823,-1.50768,-59.6427,1.87507,-2.0307
1,11.1163,0.0335188,-0.988805,-3.29576,1.14921,-1.66891,-44.7151,-5.09337,1.35505
1,9.14345,3.14598,0.871489,-1.53128,1.36317,-3.78148,51.777,-0.76164,-2.30692
1,10.1347,1.24738,0.785298,-0.742796,-2.14004,4.47554,8.25705,-0.217138,0.042227
1,9.94072,2.17154,1.00317,-0.0608916,0.441066,0.184979,9.63372,-0.0923533,0.428631
1,9.96945,2.04225,0.574608,-1.44256,3.76299,0.212313,3.39461,-1.48398,3.42915
1,10.0078,1.84353,0.778115,-1.7412,-3.82731,0.41739,-2.47357,-3.20383,2.8772
1,10.0006,1.78368,0.732625,-0.111085,1.027,0.837518,-19.0084,3.66481,0.984752
1,9.95509,1.81002,0.469263,2.58996,-2.11555,-0.367854,0.690635,2.87168,0.444269
1,10.2711,1.98958,0.316035,0.369473,-3.31711,1.18972,22.0756,1.50396,-2.66575
1,10.1083,1.99198,0.715866,0.402483,-2.73782,0.173458,-9.12898,-3.57434,2.75426
1,9.89523,1.83396,0.52433,2.26195,0.531139,-0.556662,7.45484,3.62055,-5.18257
2,10.1347,1.75016,0.593762,0.156575,1.5664,-0.935311,-6.04478,2.32955,3.46786
2,10.0652,1.69031,0.584185,0.293469,-1.08771,0.922069,11.9333,3.84108,-1.7777
2,10.0149,1.72382,0.55306,0.163298,2.48245,1.48325,1.57187,1.59229,-4.064
2,10.0221,1.50835,0.608127,1.52177,-1.39221,-0.62038,-0.219389,-5.00586,1.43648
2,10.0245,1.652,0.562637,-3.44457,2.26544,1.84997,45.437,2.18157,-0.730017
2,10.1155,1.5706,0.730231,0.743042,1.37535,2.00753,-0.420853,-1.39393,-1.62435
2,9.90002,1.91057,0.68953,1.49007,-2.78701,-0.587609,5.71534,-4.08708,2.50286
2,10.0461,1.67115,0.713472,-3.18612,2.03809,-1.03415,6.44388,0.268564,0.990495
2,10.0389,1.71425,0.4956,0.0591351,-3.8502,-3.45389,-5.313,3.8208,1.60171
2,9.94072,0.773327,-0.320823,0.174799,-0.652604,1.45515,-6.54812,1.36902,-1.38989
2,10.1251,1.87466,-0.0933738,-0.203616,1.53369,0.463505,126.857,4.64313,3.14082
2,10.422,1.78607,-0.208295,-1.56581,0.918315,1.87506,57.5075,1.79745,4.23019
3,11.2551,2.16675,0.608127,1.98081,-2.94781,1.36949,-192.661,-5.45504,0.0397903
3,10.6901,3.70862,2.86825,1.52032,1.66258,-2.47079,58.9383,2.7472,-5.31868
3,9.28471,2.01831,0.0814028,-1.78317,-0.87851,-2.09825,15.5365,0.696347,1.46382
3,9.32063,3.1771,1.59693,0.569115,1.99475,0.0295858,37.0984,-1.69007,-1.19164
3,9.82819,2.03028,1.94649,-0.728875,-2.5195,-1.63271,-106.896,1.56665,-4.24049
3,9.98382,2.44209,-1.21386,1.29455,2.46831,-0.94828,-100.572,1.89039,-0.736543
3,10.331,0.260968,-0.335188,12.6054,-2.47487,-2.2204,54.6417,1.93454,-0.542588
3,10.0269,2.53785,0.727837,-4.49636,3.91333,-0.108404,48.6842,-1.23654,0.552981
3,9.84256,1.51074,1.02951,-5.74138,-1.03393,-1.40497,4.63034,-0.197703,-1.09535
3,10.0437,1.25696,-0.124498,-1.99411,3.54774,2.0699,-11.8022,-2.40734,-2.09968
3,10.0652,1.74298,0.179565,1.3718,1.26808,-1.6175,15.8177,1.42046,1.94089
3,9.66539,1.41737,1.08936,-1.53561,-2.30096,2.38337,-5.45404,-4.22517,1.21831
3,9.991,1.23301,0.246603,-2.39115,0.582321,-2.86631,-54.3329,3.24676,1.22582
4,10.161,1.26893,0.0790086,0.423254,2.18161,-1.23477,3.99305,2.06945,-0.480357
4,9.87608,1.22583,0.766144,3.46134,1.84447,1.15264,11.8256,-1.2181,1.40974
4,10.0054,1.26174,0.502782,-4.00149,-0.999218,2.46538,-16.3572,-4.28255,0.838831
4,10.1227,0.684741,0.438139,5.86408,-3.84329,0.846299,16.4441,-0.154966,3.60675
4,10.0461,1.27372,0.682347,5.08963,1.83255,0.684526,-22.4003,2.37418,-2.49548
4,9.89045,1.12527,0.610521,9.05818,2.13957,-0.173097,-7.10774,-0.58894,0.668769
4,10.0652,0.912191,0.454898,14.5765,0.324941,-3.31298,14.2174,-3.32628,0.267542
4,9.91917,0.893037,0.35913,16.8389,1.23171,2.4061,-16.6693,-1.97527,-2.14952
4,10.0149,0.936133,0.691924,6.54614,-0.135138,-1.03596,0.548033,3.01863,-0.956117
4,10.3238,0.945709,0.794875,3.35657,1.0049,1.87064,-11.6766,-2.71248,2.42024
4,9.9096,1.01275,0.64404,-15.7803,0.891204,2.87306,-5.7166,-1.47597,-2.03889
4,9.94791,0.624887,0.785298,11.4642,-2.10502,1.88628,-12.5639,2.67636,-0.756495
5,9.96466,0.744596,0.658405,7.64756,3.05978,0.967343,7.14904,1.38698,5.18075
5,10.1251,1.29047,0.497994,3.69961,1.33471,-3.84212,7.65252,-0.148782,1.0654
5,10.1442,0.790086,0.713472,5.29332,0.639194,4.32411,-3.09125,0.154944,-2.79294
5,10.2568,1.20428,0.507571,-2.55062,-1.73293,1.00702,0.605634,-0.205973,4.62591
5,10.1945,1.16598,0.275333,-2.31761,0.104321,0.695773,6.54996,0.478501,-5.5314
5,10.0461,1.29526,0.232238,-6.45892,0.136923,0.963941,25.9051,-0.318185,1.74298
5,9.93833,0.940921,0.430956,3.78642,0.679623,-0.9116,-2.67352,0.0967512,-1.62514
5,10.2807,1.29766,0.500388,-1.23424,0.992939,-3.75364,-24.2067,3.25254,-0.184244
5,10.1993,1.60651,0.19393,6.01476,-0.894067,3.32069,-19.6819,2.78941,1.1024
5,9.91678,1.60172,0.572214,1.5702,-2.30474,0.118739,-27.1672,-3.14798,-3.67248
5,10.1251,1.2809,0.531512,3.82786,-5.08452,-1.51758,15.135,3.50877,4.71895
5,10.1466,1.74537,-0.301669,3.59092,2.00541,0.554567,-3.14203,-3.51409,0.623741
5,10.1394,1.50595,0.52433,-0.894077,0.552176,1.82858,19.4846,3.26469,-1.28634
6,9.93833,2.09493,0.289698,2.50548,-0.905778,-2.98148,38.6412,-3.71151,1.50163
6,9.99579,1.36709,0.567425,-2.2226,2.33029,0.162902,-39.6185,0.280952,-5.96993
6,10.1347,1.66636,0.141258,-1.09718,-1.48848,4.24356,50.7443,5.25143,0.719217
6,10.2352,1.75974,0.514753,-25.9255,0.776317,0.178887,36.1613,2.80304,0.680427
6,9.86171,1.76453,0.739808,-21.2668,1.65351,-5.23859,-46.8419,0.558971,-6.00188
6,9.90002,1.77171,0.325611,-4.29385,1.2272,0.0641356,-14.8814,-1.84421,-3.28069
6,10.1418,2.07577,0.131681,-4.66297,0.638862,0.873016,-7.48704,2.92332,-1.10532
6,10.0317,1.83875,0.641646,-3.42236,0.0140173,1.10832,6.32174,2.07925,0.641183
6,9.88805,1.90818,0.457292,-4.65933,-4.64244,-0.533274,-17.8336,-2.94055,1.86064
6,10.0293,1.46046,0.342371,-1.41389,-0.115643,0.477029,7.3489,-0.0548129,-0.921905
6,10.0796,2.00155,0.380678,0.220624,2.41286,4.31779,3.00405,1.23548,-1.22156
6,10.0532,1.96324,0.335188,-2.68969,-0.0354438,-2.36952,-18.9721,-2.3914,2.74496
7,10.0748,1.64721,0.102951,1.84305,-0.731765,-0.12474,23.8845,0.228898,-1.76686
7,10.0604,1.75974,0.342371,-0.785208,-2.46765,0.0321437,-24.9535,-0.899376,0.898965
7,9.90242,1.9417,0.414197,1.5945,-0.261376,1.16174,1.23523,-2.27413,4.31453
7,9.94312,1.90339,0.459687,-2.15096,-1.78518,-3.0428,4.6969,2.73827,-2.69243
7,9.96706,1.91057,0.366313,-1.31788,-2.16147,-2.42086,1.30173,-0.284323,1.12812
7,10.0125,1.91536,0.296881,1.07289,3.14507,2.21489,1.98787,-1.72566,1.07545
7,9.97185,1.80762,0.392649,-1.2924,1.08426,3.13379,-12.6996,-0.988347,-3.14119
7,9.98382,1.95846,0.483629,-1.09932,3.37018,2.02233,-8.50465,-0.497136,2.14828
7,9.97424,2.04225,0.215478,0.556997,-0.67072,0.19955,-6.04305,-0.547148,2.59413
7,9.94551,1.80283,0.354342,-0.766062,-2.51044,2.07136,13.5453,-1.20262,-0.0301471
7,10.0772,1.84832,0.280121,2.41111,-4.00407,-1.38502,1.06677,-2.1134,-1.57189
7,10.0102,1.92494,0.545878,1.43223,-1.37645,-0.059453,-7.32261,-1.77754,-2.95516
7,10.0916,2.01113,0.215478,-0.715634,-0.0889615,2.07139,7.22583,-0.707362,-4.82707
8,10.0413,2.01831,0.531512,-0.780627,-0.595699,0.368828,-13.9181,0.805712,-5.62138
8,9.98382,1.96324,0.366313,-2.7684,-0.94638,1.56257,-7.18156,-0.639087,3.77808
8,10.1323,2.31759,0.823605,-0.43365,2.65977,-0.549974,-12.2059,-0.406205,3.87919
8,10.0221,2.52349,0.47884,-1.56943,5.37159,2.49211,8.02608,0.930186,0.945714
8,10.1203,2.40138,0.636858,2.29125,1.86063,-2.24553,9.8014,5.48222,1.28464
8,10.3286,2.70545,0.778115,-1.48185,0.842277,-3.45711,7.37566,0.330671,-0.736616
8,10.149,2.80361,0.873883,-3.00533,-3.91353,0.0667093,-12.7576,3.13242,1.56091
8,10.2903,2.92811,0.80924,-1.14494,-0.0317917,3.37354,2.71535,1.49982,2.68021
8,10.1011,2.92571,0.897825,0.606071,-1.81865,-1.76148,40.6287,1.33656,-3.97191
8,9.97903,2.89459,0.701501,-2.78039,4.70659,-1.77523,37.6001,1.31386,1.59569
8,10.2113,2.8898,0.869095,0.635843,-3.78518,-2.99675,1.13793,-1.2697,-1.77933
8,9.90002,2.63362,0.311246,2.53621,1.00983,4.10017,19.6226,-1.39917,0.337618
9,10.0269,3.02627,0.464475,1.44296,-0.687366,-1.20494,-5.58902,2.72928,-3.44091
9,9.77792,2.69826,0.227449,2.46748,0.996787,-0.879685,23.9442,-2.37291,2.84218
9,9.82341,2.55461,0.258574,-9.60529,-1.96915,0.378121,29.5853,0.245742,1.80021
9,9.92875,2.53067,0.26815,-3.10229,-0.350863,-0.577095,23.7356,-0.35762,1.52358
9,9.96227,2.21942,0.0526724,-1.90853,-3.29906,-0.65379,25.1051,2.66175,1.94188
9,10.0676,2.57137,0.292093,-0.437344,0.679623,-1.18895,5.16221,2.76918,-0.0784931
9,9.73482,2.61207,0.184353,-1.00469,-2.64273,0.476839,4.13333,-3.66646,-5.58876
9,10.1059,2.33674,0.263362,3.75656,-1.02996,0.0265953,-6.78711,0.631333,-0.12762
9,10.1394,2.19309,0.31364,-2.02488,1.79436,-1.44559,6.79638,-1.51694,0.474852
9,10.0221,2.46842,0.409408,1.2375,-1.18904,0.297981,4.08284,-0.677269,-1.46137
9,9.93114,1.85551,0.260968,-2.07295,2.94643,1.07177,6.9067,1.41647,-0.868534
9,9.92875,1.83635,0.208295,-1.55928,1.22856,-2.57391,14.7987,-3.16617,3.8807
9,10.094,2.4373,0.411803,0.627036,0.582631,2.17506,5.45619,3.25635,-1.4261
10,9.9096,2.13802,0.548272,1.33965,-1.15626,-1.20255,-5.45121,-1.38448,-3.87826
10,10.0125,2.03986,0.0790086,1.88694,3.62368,1.7842,-13.1799,-3.29381,-1.95611
10,9.69891,2.15957,0.294487,-0.404647,-0.122477,-2.62733,-15.9575,0.728244,1.91648
10,10.003,1.92973,0.184353,2.25969,1.20916,-0.464939,40.3722,0.870041,3.54502
10,9.92396,2.25294,0.562637,-3.82674,-3.31088,-0.456199,42.9548,3.65491,1.97159
10,9.87608,2.20745,0.634463,-1.48396,-3.41363,-3.42649,-28.3178,0.411076,1.59199
10,9.9072,2.54743,0.670376,2.49047,1.5789,0.538351,-27.693,2.95724,-2.04359
10,10.0293,1.901,0.344765,-0.462896,1.0663,-2.11424,14.966,-1.18293,2.45971
10,10.1754,2.45645,0.392649,2.50169,0.548826,1.0252,-2.00721,-1.11891,-1.36325
10,9.93593,2.26491,0.481234,0.636197,0.876092,-0.449749,-3.3362,2.28319,0.84325
10,9.83777,1.95367,0.509965,-1.18133,1.08874,-0.00367045,25.5855,-0.5992,1.98921
10,9.94791,1.88424,0.442927,2.16678,2.03282,-1.42229,-8.51408,1.82698,-0.625849
11,10.0293,1.92254,0.179565,0.171228,-0.00657827,2.58803,2.42954,2.29567,-0.450718
11,9.91439,2.05183,0.610521,-0.298642,-0.0934558,-1.31622,-0.490615,-3.90427,-2.20662
11,9.97663,2.07338,0.371101,-3.06077,1.38609,0.562468,-18.5789,-1.83293,-1.25996
11,9.94551,1.84353,0.37589,-2.36687,-0.631952,1.82427,10.7739,0.549083,1.64173
11,10.0078,2.09732,0.560243,-0.402605,-5.05005,-1.84673,4.47618,3.2793,-1.87223
11,9.97903,2.00155,0.373495,0.101267,0.511637,-0.0139528,-0.125334,-0.0950245,1.72171
11,9.95509,1.84353,0.392649,-2.19871,-2.36055,1.21094,11.8547,-0.502127,-1.19405
11,9.86411,1.68552,0.488417,1.60029,4.36833,1.30776,0.66045,-0.287045,2.41393
11,9.84735,1.86987,0.158017,3.60273,0.362536,-3.6149,-5.13651,0.158057,-3.70246
11,9.97424,1.61848,0.526724,0.046212,0.0176136,-0.181513,2.89566,2.07713,3.50611
