x,y,z,s1,s2,s3,s4,s5,s6
10.2855,-9.55765,1.26414,56.16,50.4,48.96,-1294.56,96.4799,73.44
10.2208,-0.751779,-1.01993,-37.0656,4.1328,-15.4224,-1208.82,-105.307,1.61278
13.9965,-0.584185,-1.01754,-38.4467,1.91679,-12.6161,-519.107,123.307,-0.63287
9.84256,0.881066,4.20661,-22.4789,1.53427,-15.7236,-381.952,-117.503,0.469003
12.6797,1.4844,-0.835576,-12.2495,-2.60745,-6.36013,-244.043,162.944,-2.58006
10.1227,1.24259,-0.847547,-1.79337,1.30001,-5.04026,61.5632,56.2017,6.82049
10.0006,1.59454,1.24259,-6.49035,0.868997,-1.80767,-57.427,36.9455,0.959258
10.1562,1.70946,0.758962,2.60748,0.446678,0.613823,-6.64658,104.745,-1.18442
10.2041,2.0662,0.217872,1.79856,-0.91684,-0.701868,42.6263,37.5805,-0.72926
10.0269,1.23062,0.76375,0.928179,-2.29386,-0.434143,-11.214,66.4685,1.37166
10.1275,1.77889,0.471658,-2.42098,-0.454817,2.05435,2.37279,84.472,-0.309882
9.95748,1.44849,0.481234,-0.00509471,0.974967,-1.06454,18.618,194.944,0.062193
10.2975,1.75255,0.593762,-3.07859,0.887943,-0.70803,12.8826,71.5135,10.1297
9.99818,2.08295,0.682347,-0.345358,2.21441,2.51629,-3.29954,142.263,-1.78829
9.77313,1.70946,0.818817,0.23786,-0.425199,-1.92212,14.755,264.053,-1.18153
10.1179,1.47722,0.574608,2.19798,1.09573,2.7918,41.7226,126.299,-3.48642
9.96706,1.72382,0.83797,2.40194,2.09428,-2.61599,-48.9268,-25.3958,0.00276804
9.99579,1.66158,1.06302,-2.1166,-1.41126,-3.6852,-4.78711,20.1359,0.760164
10.0341,1.98,0.481234,1.54645,0.226721,2.83075,-17.8989,167.296,-1.83444
9.89045,1.28569,0.646434,3.03507,-1.54865,-0.168444,3.14975,79.3532,2.3153
10.0293,1.6496,0.416591,-4.90304,-0.908235,-1.96493,-3.43177,-82.4279,0.58858
9.96706,1.47722,0.811634,-2.44481,0.679135,2.88536,-16.8606,-57.6726,0.239273
10.0796,1.80283,0.577003,-0.0641632,2.70914,-1.35024,37.1722,12.7803,1.02003
10.0772,1.52271,0.675165,-3.71661,-0.733835,-0.377579,14.7146,73.3016,1.71867
9.95269,1.57538,0.557849,-2.75761,0.894894,-0.159457,-93.2136,75.2871,-3.36817
9.87608,1.66397,0.751779,5.46209,-4.9062,2.80417,39.6072,28.2228,-4.07412
10.0078,1.68552,0.71826,-0.123174,-0.609858,-0.944153,12.6829,-45.1559,1.19836
10.0269,1.57299,0.806846,-0.312319,1.00025,0.466332,-11.9299,-19.3709,3.75469
10.0963,1.76213,0.64404,0.126683,-1.97057,-0.825492,-38.309,-0.762259,-4.77273
10.0485,1.65679,0.723049,1.52725,3.36336,-1.93935,-48.0019,-108.711,0.176638
9.95748,1.39821,0.588974,-0.257387,2.64245,3.53398,44.2211,-98.3276,5.77051
9.92157,1.47004,0.612916,-0.519028,0.549103,1.90483,19.1971,-101.34,0.531124
9.94551,1.21386,0.802057,-1.12489,-2.07325,0.948954,-34.0878,-26.8218,-4.79924
10.0006,1.51553,0.572214,2.55285,-0.391509,0.466395,14.8785,-39.9739,0.605834
9.91678,1.51553,0.603339,0.925465,-1.27324,-2.65135,-5.47678,-36.0708,0.563029
9.87129,1.47243,0.766144,1.25938,-0.721218,-1.25594,30.1801,-117.467,-2.27777
10.0317,1.09176,0.768538,-0.145566,-0.966945,-1.21632,14.0308,-67.1881,-11.1235
9.96466,1.18992,0.622492,-0.139976,0.910958,3.36751,-43.4058,-44.0416,2.44718
9.87129,0.806846,0.536301,-2.04756,0.571008,3.2164,26.6938,-66.7029,1.30513
10.0245,0.787692,0.596156,1.39618,-4.02899,-2.60299,17.627,-305.032,2.62185
9.91199,0.59855,0.328006,-0.237515,3.9308,-3.09158,-30.6975,-28.5512,1.23272
9.79947,0.584185,0.457292,1.84547,-2.69765,3.47687,-3.17387,-166.274,-2.28065
10.0317,0.457292,0.371101,3.12564,0.83962,1.31773,-2.30152,-161.809,-1.67954
10.003,0.438139,0.533907,-0.241304,-2.87885,0.308553,-30.6717,-154.11,-0.0383461
10.1754,0.59855,0.629675,-0.580194,2.61323,0.12084,-12.1296,-88.8288,-3.43298
9.77073,0.509965,0.378284,1.11413,-1.77016,4.37648,-26.7498,-44.1196,-2.29184
9.87608,0.497994,0.694318,-1.90582,0.298054,0.862634,-33.7719,-21.9745,-0.414667
9.98621,0.768538,0.816422,0.515891,0.783733,-1.96787,-38.7841,-7.91952,-1.27704
10.0963,0.76375,0.627281,2.65845,-1.30096,1.47019,22.5258,-6.20184,1.92719
