time_step,x,y,z,s1,s2,s3,s4,s5,s6
013.4051,-4.40772,1.8579,84.96,44.64,86.4,-1036.8,41.76,46.08
012.4905,-8.77235,-2.9305,20.88,3.6144,-6.696,-1060.76,3.1536,5.0112
017.3771,-1.40779,-4.26407,-24.2523,-2.75228,-11.4091,-495.143,2.86747,4.35918
012.5241,2.17154,0.256179,-22.4176,0.519492,-5.18439,-177.015,-0.146336,1.16971
08.41322,-3.84988,3.44765,109.027,0.422683,-2.50381,-203.477,1.22867,0.48619
010.2951,-0.770933,-0.653617,-47.3467,0.827043,1.05162,-33.3722,-2.69372,-5.83198
09.48822,-5.56173,-1.64482,4.50839,0.461047,-3.90204,-97.0417,0.961063,1.1464
010.1514,-1.18752,-1.82438,-30.4763,-1.51147,-2.61196,-12.2029,2.4186,2.36211
09.18655,-3.57694,2.38941,58.3009,1.37822,3.27954,-16.3486,-2.95959,0.18186
010.2472,-1.47483,0.0311246,-2.22388,-2.24438,2.31972,-25.3888,0.149576,-0.229076
110.058,-4.01268,-1.49638,-24.2369,0.912684,1.20081,6.02585,-4.10273,1.2991
110.0149,-2.90177,-0.45011,-8.19933,-0.811671,-3.72583,-4.16931,1.02662,1.36838
19.94551,-3.3447,0.814028,-9.74916,3.20418,1.80366,-7.14797,-4.14842,1.03878
110.0556,-3.36625,-0.931344,-33.2577,-2.65618,-0.459967,19.6109,0.96144,-1.20026
19.88565,-3.4285,-1.37906,-21.1347,-1.68189,-1.48392,-53.2113,-3.88182,-3.62196
19.83777,-3.00712,-0.37589,-10.2587,0.279234,-1.14279,12.495,1.11894,1.66739
19.96706,-3.1795,-0.19393,-3.2756,1.97853,0.237818,-51.563,-2.59262,4.00681
110.0245,-3.53863,-0.888249,0.294963,2.04243,-0.949264,20.8784,1.85973,-1.16238
19.89762,-3.80439,-0.969651,-3.16927,0.794961,2.01654,15.0602,-2.29182,0.589119
19.68933,-3.47159,-0.64404,-2.45598,0.9758,2.65145,-12.1874,0.25913,1.83296
19.82819,-3.40455,-0.991199,4.47529,0.83331,-0.221486,6.20637,-3.23344,-8.43806
110.0197,-4.15633,-0.90022,0.428779,-2.74212,-1.98779,-54.0676,-4.53642,2.68589
29.96227,-4.2114,-0.665588,-3.96627,-3.06717,1.43444,20.855,-1.95573,-0.950056
29.90002,-3.70862,-0.821211,-0.346544,0.314769,-1.65796,-14.8812,1.34093,1.30332
210.2161,-4.1707,-1.20189,-1.76848,2.89542,-1.39927,18.5148,0.0287898,-1.47739
210.2639,-3.74932,-0.97444,2.70476,0.225461,-2.78327,13.4252,2.53517,-4.39915
210.161,-4.25689,-0.790086,-0.0236452,-4.31692,-1.85498,-60.7099,0.331522,-1.11838
210.2256,-4.93924,-1.13485,-1.573,-4.86096,0.184457,10.017,0.987685,-0.454644
29.88087,-5.33189,-0.888249,-2.12089,3.96622,1.62879,19.7192,-0.881773,1.22563
29.37809,-4.91051,-1.05105,-2.29835,2.28438,0.936559,19.5634,-2.29738,2.7757
29.04768,-4.80995,-0.995988,2.47569,-0.289968,1.07617,-4.31165,5.07121,-0.719337
29.49301,-5.70059,-1.09654,0.702062,4.65588,-3.43472,-24.2003,1.90502,-0.842025
28.54969,-6.86178,-0.909797,8.63561,0.135593,2.5108,8.60358,3.83327,0.680947
27.89847,-6.64391,-1.07978,17.7793,-2.70428,3.35013,-26.6883,-4.75831,0.734483
27.69736,-6.687,-1.39821,4.47356,-2.17927,-1.88285,-49.4106,3.06153,0.698368
38.5042,-5.861,-1.29287,-14.1014,1.73529,-0.102193,3.14761,-0.520079,-0.23213
38.14986,-5.35583,-0.306458,-6.63369,3.14738,-8.06904,-7.41459,-1.27185,-0.165441
38.13071,-6.04536,-0.897825,5.71672,-4.01105,-8.16033,0.571897,2.39565,-0.388112
37.57765,-6.18901,-1.3192,8.53304,2.3876,-2.70675,20.1851,-1.66483,-4.53781
37.17063,-6.62954,-1.42455,13.8698,-0.411106,0.229957,16.6934,-1.67605,1.93558
36.89051,-6.80911,-0.864306,26.0858,-4.66373,-2.62726,-2.65604,-1.50349,-3.22764
36.88093,-7.40526,-1.01514,5.34531,2.46836,2.48365,-34.7198,-0.495714,3.1978
36.91924,-7.06289,-1.68791,-11.3845,1.93972,2.76597,4.94921,4.40119,-4.90053
37.09641,-6.84981,-1.29526,5.21405,1.62098,2.09954,-15.9167,1.73936,0.429471
37.26401,-6.63194,-0.646434,26.4078,3.43223,-1.17944,2.91968,1.11714,0.465206
37.72848,-6.25605,-1.13964,6.51859,-0.355993,4.98333,-4.4303,1.17603,-0.0515207
37.07726,-6.21774,-1.27611,-0.638202,-5.51304,-2.21285,-37.7047,-1.64237,1.3896
46.90727,-6.38054,-1.33118,-11.6448,0.763737,-0.365623,5.64342,-0.169242,0.808251
46.96473,-6.22013,-1.33118,-3.54345,-1.5891,-4.43447,-20.1632,-2.30093,0.709896
47.62314,-5.89692,-1.03908,5.65832,2.75983,-1.11587,-0.927571,-0.794277,-2.5039
47.9679,-5.58806,-1.02232,7.3837,-3.18201,5.30835,2.46803,3.35599,2.53402
48.14268,-5.30555,-1.01754,-7.87578,-0.224883,0.320058,-39.0637,1.4487,0.140162
48.20014,-5.25288,-1.26174,-29.2872,4.5603,1.08914,6.40864,3.87465,1.17915
48.45392,-4.98952,-0.758962,-30.8808,-2.80271,-3.40001,-15.4547,-7.89659,0.677722
48.41322,-5.25048,-0.960075,6.42067,0.448516,2.83275,17.8113,1.8443,-1.70372
48.55927,-4.98473,-1.32399,-13.3318,-3.33146,-1.08706,20.3145,-0.857268,2.46675
48.70771,-4.75249,-1.07739,-11.198,0.0207738,-0.755419,-45.163,-2.01855,-0.769353
48.72207,-4.82671,-0.976834,-6.74209,-2.41863,-0.692602,4.47436,2.88465,0.280199
48.86812,-4.86502,-1.01754,-4.85658,0.0362762,1.374,-9.82758,-1.11789,-0.638758
48.77235,-4.34308,-1.0319,0.0581049,-2.75229,2.26746,26.4739,4.68201,3.40436
59.44033,-5.14514,-0.68953,0.247874,6.43726,1.85933,12.2171,1.09447,4.6523
59.84735,-5.10444,-1.22344,1.04841,3.01978,-4.17677,-51.1488,-0.709281,1.4826
510.2424,-2.50673,-1.2402,2.33955,-2.55,2.04587,-5.9987,-1.29485,-0.785261
510.1777,-3.44047,-0.296881,-0.964503,1.57023,-4.38919,61.1716,-1.32454,-0.823231
59.57681,-4.56095,-0.373495,-3.24019,-1.85682,-2.93836,-26.1903,2.16888,2.43715
510.2256,-3.87861,-1.47483,0.740834,1.129,0.764521,5.7568,-1.26125,-1.12774
59.8689,-3.53145,0.131681,-0.565027,0.736711,1.7106,-72.5029,-2.26716,0.376037
59.94791,-2.57137,-0.0383072,2.82201,1.81749,-1.61916,35.008,3.29107,-1.17217
59.99339,-2.93769,-0.366313,1.43129,1.92887,0.425438,30.2844,2.00879,0.138751
59.64863,-3.35906,-0.648829,0.403292,-0.0990157,-0.517042,7.91389,-3.30005,-1.00543
510.1083,-2.24576,-0.320823,1.30839,-2.41769,-0.62104,11.8226,2.5478,0.245943
59.63905,-3.26808,0.371101,20.0659,-2.00269,-2.3822,-35.4823,1.92566,-4.36341
610.0748,-2.68869,-0.957681,-9.41469,1.52266,3.49851,-0.465905,-0.66587,2.31117
610.0221,-2.65038,-0.107739,33.9746,0.669064,2.43659,-23.8622,-0.773538,2.44011
69.6606,-2.24815,0.208295,28.458,-3.99909,1.25894,23.6348,-3.29928,-1.26427
69.95748,-2.31998,-0.0383072,15.6122,-0.0737768,-1.65247,-24.1194,-2.78667,1.73673
610.0748,-2.30083,0.368707,16.4401,-0.168832,-1.31635,12.1988,0.271625,-0.074563
69.92157,-1.68312,0.368707,11.4963,1.04293,-2.43301,1.22693,1.11564,1.01777
