time_step,x,y,z,s1,s2,s3,s4,s5,s6
0,8.53293,-4.02705,0.825999,92.16,47.52,79.2,200.16,43.2,40.32
0,11.6717,1.55623,-2.12126,-13.8096,3.5424,-14.7312,50.5728,3.888,1.61279
0,10.1945,-1.75255,-0.134075,-9.42422,-0.343439,-7.41442,49.0171,3.22992,1.43251
0,13.4171,2.09253,1.54187,11.5877,1.38698,-10.0155,15.9757,-1.17811,-1.81787
0,8.39407,-5.87058,2.73657,70.4101,4.002,-3.20681,-20.2413,1.14705,0.927267
0,10.0772,-0.790086,-1.79086,-34.6251,-2.89521,-0.58307,18.4579,-5.04274,-1.12443
0,10.4172,-4.66151,-1.36469,3.88433,-3.06531,-0.729563,1.24462,-0.700186,-1.29786
0,10.8385,-1.29287,-0.624887,10.0583,-1.34781,-0.699826,32.5527,-2.76132,1.57203
0,9.39006,-2.56898,1.76453,35.4417,1.93106,-2.41853,-30.3647,5.02451,1.57382
0,10.1179,-1.76453,-0.141258,3.73982,3.22425,1.20571,26.3561,0.458392,-2.26692
1,10.2999,-3.22499,-1.18274,-39.7859,0.344905,1.94357,-27.784,-3.97331,5.51339
1,10.307,-2.66475,-0.248997,-27.8631,1.49786,3.9541,11.7534,2.52806,0.720131
1,10.0987,-2.57616,0.972046,-21.6061,0.623148,-4.38753,9.32381,-0.100912,-5.58546
1,8.17141,-2.32956,-0.993593,-13.8803,0.900164,1.60086,-23.3057,-3.35241,3.62626
1,10.6781,-3.5913,-0.189142,-3.08018,-2.38539,-2.29082,0.716323,2.07765,-2.50324
1,11.4084,-3.11486,-0.349553,-3.14718,-1.12082,-0.866468,-8.69437,-0.317527,2.7082
1,9.59596,-3.00233,0.28491,-2.59673,1.12552,0.736076,-9.69671,0.026612,0.0107476
1,10.7428,-3.37103,-0.351948,3.25509,-3.61777,-2.71726,-14.0246,1.69983,-3.598
1,10.4339,-3.26808,-1.22344,-1.71273,-3.35754,1.80432,-30.3435,-1.06006,1.93029
1,10.1347,-3.3447,-0.969651,-0.834536,-0.347838,0.331146,6.60648,-2.4322,3.85584
1,10.0963,-3.03824,-0.651223,3.9115,3.66153,-0.722709,-6.20611,-1.96873,-0.959141
1,10.0509,-3.01909,-0.787692,0.0302671,-1.87858,-2.17618,7.48511,0.938192,-0.423942
1,10.0796,-4.07493,-0.804451,1.58746,-1.85585,-2.13751,4.22627,-1.34182,-0.203591
2,10.6877,-3.63919,-0.217872,1.52419,-1.29595,4.01141,-3.86926,0.620362,-0.0993868
2,10.3693,-3.90494,-0.509965,-2.06598,2.743,-0.689516,-1.59535,3.90379,-0.653465
2,10.6422,-3.83072,-0.919373,1.31212,-0.62712,2.00077,-13.7146,3.14403,1.90057
2,10.4674,-3.70622,-0.605733,-0.28546,0.350511,1.49326,17.5174,-2.36622,-0.00645465
2,10.4914,-3.72777,-0.907402,0.0789652,0.230949,-1.26694,-6.67348,-3.55585,-2.96756
2,10.3142,-3.85945,-1.06302,-2.82161,-0.183903,-1.93828,4.45765,-1.65565,2.2967
2,10.5153,-4.42448,-0.557849,0.332788,-0.11684,-1.67313,-8.19387,0.938936,1.16056
2,10.2711,-4.84347,-0.332794,4.33505,-0.0596665,5.47986,-4.3442,0.617591,-2.30816
2,9.62947,-5.39174,-1.04866,0.829252,-2.30465,-1.2983,10.9601,-0.288002,4.37009
2,9.34696,-4.90332,-0.744596,-0.847809,0.941127,-1.90187,15.8652,-0.194281,1.26844
2,9.14345,-5.36301,-1.23062,4.0941,0.949894,0.0917715,8.25768,0.202423,3.42299
