x,y,z,s1,s2,s3,s4,s5,s6
9.67257,3.56257,0.280121,77.76,48.96,34.56,-1239.84,50.4,59.04
9.4116,0.0335188,1.39103,44.28,4.7088,-2.5776,-781.891,1.7856,0.590393
11.5185,-7.23288,0.711078,47.1796,2.61676,-0.441508,-484.255,-3.7646,1.15156
9.25119,-2.97599,-1.8579,-17.5006,1.61246,0.160004,-345.818,-1.42701,-0.495719
10.1299,-3.48835,0.672771,6.64744,-0.317766,-1.63013,-163.077,0.173563,0.266487
9.60553,-1.89142,1.36469,-2.1263,3.53177,5.41227,-86.9948,0.163597,1.61643
10.1442,-3.11964,-0.972046,-20.3184,-1.65275,1.2382,-39.7085,-3.62798,-0.211831
9.81383,-2.86586,0.0550666,-0.617303,0.023262,1.08428,-3.78646,5.31896,-0.194143
9.73961,-2.86107,0.940921,-14.8556,-3.39843,-3.74572,-42.0465,-3.35021,-2.98326
10.1179,-2.66235,-0.344765,-19.4178,1.44069,0.35726,25.9783,-0.204892,2.90067
9.96945,-3.08613,0.124498,-20.7592,0.452663,-2.81001,-18.0127,0.0289034,-4.78125
10.1706,-2.79882,0.517147,-18.6144,1.63901,-0.507951,-53.2666,0.861001,2.25417
9.85932,-3.07415,-0.47884,-7.30328,-1.64694,-1.61069,35.4917,0.800517,2.12307
10.0365,-3.06697,-0.3304,-6.29501,2.68769,-0.911806,1.33427,-0.71128,1.43436
9.96227,-3.00233,-0.0430956,-1.65863,-0.643708,-1.06262,-5.87451,-2.19024,-1.8393
9.89045,-2.9712,-0.0742202,0.150808,-1.32707,-2.6209,1.35795,4.21863,0.842746
10.1299,-3.07655,0.071826,-3.85699,-1.04371,1.40674,-56.5389,1.70819,0.267511
10.2352,-3.05979,0.280121,3.2139,2.93796,1.76669,13.3427,0.804704,-2.76201
10.1227,-3.22738,0.0335188,-1.37864,-1.43235,3.30984,2.19698,-3.32381,-2.21856
10.3406,-3.24414,0.11971,-2.68375,-2.09793,-3.3134,2.5722,1.21912,1.11024
10.4914,-3.18429,0.160411,1.08182,1.12157,-0.930142,9.74697,-5.65512,4.22657
10.5321,-3.01669,0.265756,-0.0893881,-1.83458,3.32184,-21.1722,-2.19614,-2.75275
10.5369,-2.9305,0.766144,-2.37476,1.16169,-2.10751,28.0135,-3.29957,-4.43257
10.1849,-2.91135,0.129287,0.901787,0.452289,-4.17685,10.0391,1.89831,-1.3119
10.3429,-2.99036,0.311246,0.325369,-3.27371,-6.64963,12.5073,-0.798276,3.14976
10.3166,-3.29203,0.349553,1.89134,3.2365,0.0426192,-6.5229,0.893282,1.04953
10.0006,-3.29442,-0.189142,0.549834,-0.253657,-4.30443,-28.8148,0.855713,-2.7126
10.4579,-3.15316,-0.0430956,1.37309,3.49735,-2.26805,40.2679,3.1065,-1.61959
10.1131,-3.28245,0.1652,-0.667857,2.94685,1.14955,20.1477,-0.511148,-1.72693
9.83059,-3.22259,-0.0861912,-3.32791,-2.99546,-0.370838,-27.7029,3.58414,2.78501
9.83059,-3.16274,-0.603339,1.81447,0.407874,-0.870584,32.6085,-1.91626,1.15865
9.96466,-3.22259,-0.608127,-0.773649,-0.236139,-0.488577,-39.2941,-5.28709,0.549199
10.058,-3.47877,-0.323217,-1.13354,-3.33734,2.03021,17.6322,-1.0092,0.872231
10.149,-3.24175,-0.366313,5.13666,-2.53005,-1.07613,5.13394,-0.654582,2.52649
9.91917,-3.35188,-0.536301,-3.56594,0.954945,1.86391,-8.18229,0.802443,-5.4707
10.0437,-3.32794,-0.612916,1.42042,3.24304,-0.844273,18.2262,3.07189,-0.70683
10.1538,-2.77248,-0.471658,-0.156487,-3.31635,-0.269476,3.25692,2.35111,3.01369
10.3022,-3.48117,-0.251391,-1.29101,1.0439,-0.421463,16.6948,-1.04702,2.68631
10.0269,-3.19386,-0.191536,0.0933122,-0.38589,-3.41496,2.33937,-2.75576,3.16756
10.2208,-3.51947,-0.366313,-2.16414,-0.874653,-1.1269,-52.069,-6.77936,-2.29888
10.4627,-3.67031,-0.059855,2.75828,-1.93028,2.377,13.3864,5.6647,-1.47305
10.1777,-3.14359,-0.143652,-0.882364,-0.24579,-0.0116448,21.4796,-4.14831,-2.79778
9.99339,-3.03345,-0.332794,0.201798,-3.54224,-0.716377,17.5558,3.93937,2.45984
10.0509,-3.13161,-0.253785,1.89835,-1.74126,-1.01978,9.07669,3.07257,0.110101
10.1538,-3.25372,-0.438139,-1.18306,-0.853721,0.880116,-11.6809,-2.10683,-1.18222
